NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Latitude,Longitude
G1681114,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3705286,554581,2014-07-13 17:19:17,07/13/2014 05:59:49 PM,07/13/2014 06:02:37 PM,07/13/2014 08:02:27 PM,RTF,REPORT TO FOLLOW,N,7F02,046XX Eastview Dr,70126.0,7,"(30.01816354, -89.99210840)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01816354,-89.99210840
G1983314,55,AGGRAVATED CRIMINAL DAMAGE,1B,37,AGGRAVATED ASSAULT,2A,3685238,555345,2014-07-16 00:19:20,07/16/2014 12:19:42 AM,07/16/2014 12:23:50 AM,07/16/2014 02:21:11 AM,RTF,REPORT TO FOLLOW,N,3R03,060XX Music St,70122.0,3,"(30.02089385, -90.05542515)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02089385,-90.05542515
G2549014,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3710000,553869,2014-07-20 05:14:31,07/20/2014 05:16:33 AM,07/20/2014 05:20:10 AM,07/20/2014 06:29:08 AM,RTF,REPORT TO FOLLOW,N,7H01,093XX Chef Menteur Hwy,70127.0,7,"(30.01605123, -89.97724110)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01605123,-89.97724110
G2756614,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3678990,537905,2014-07-21 19:01:50,07/22/2014 01:04:18 AM,07/22/2014 01:12:58 AM,07/22/2014 02:15:50 AM,RTF,REPORT TO FOLLOW,N,1J04,024XX Barracks St,70119.0,1,"(29.97312946, -90.07577157)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97312946,-90.07577157
G2788414,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3702219,519919,2014-07-22 01:02:15,07/22/2014 01:03:01 AM,07/22/2014 01:04:57 AM,07/22/2014 04:13:36 AM,RTF,REPORT TO FOLLOW,N,4D02,007XX Herald St,70131.0,4,"(29.92295404, -90.00307086)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.92295404,-90.00307086
G2903314,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3677122,535223,2014-07-22 20:50:07,07/22/2014 08:51:17 PM,07/22/2014 08:56:04 PM,07/22/2014 10:51:10 PM,RTF,REPORT TO FOLLOW,N,1I03,Conti St & N Tonti St,70119.0,1,"(29.96581003, -90.08176610)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96581003,-90.08176610
G3036714,55,AGGRAVATED CRIMINAL DAMAGE,1B,103,DISTURBANCE (OTHER),2A,3768305,577722,2014-07-23 20:50:55,07/23/2014 08:52:12 PM,,07/23/2014 10:51:25 PM,RTF,REPORT TO FOLLOW,N,7N02,217XX Chef Menteur Hwy,70129.0,7,"(30.07960993, -89.79201698)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.07960993,-89.79201698
G3175914,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3676677,526381,2014-07-24 21:31:47,,07/24/2014 09:31:47 PM,07/24/2014 10:49:58 PM,RTF,REPORT TO FOLLOW,Y,6H02,Felicity St & S Liberty St,70113.0,6,"(29.94151236, -90.08347499)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94151236,-90.08347499
G3587814,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3701044,518224,2014-07-28 05:51:45,07/28/2014 05:51:57 AM,07/28/2014 05:59:10 AM,07/28/2014 11:12:38 AM,RTF,REPORT TO FOLLOW,N,4D01,046XX Berkley Dr,70131.0,4,"(29.91833042, -90.00684231)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.91833042,-90.00684231
G3996014,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3693015,545945,2014-07-30 23:59:08,07/31/2014 12:00:19 AM,07/31/2014 12:18:10 AM,07/31/2014 03:24:09 AM,RTF,REPORT TO FOLLOW,N,5Q02,038XX Mauldin St,70126.0,5,"(29.99480689, -90.03119122)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.99480689,-90.03119122
H0299414,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3681370,542447,2014-08-03 05:42:40,08/03/2014 08:43:48 AM,08/03/2014 08:45:42 AM,08/03/2014 11:49:41 AM,RTF,REPORT TO FOLLOW,N,5K04,027XX A P Tureaud Ave,70119.0,5,"(29.98554781, -90.06809728)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.98554781,-90.06809728
H1065814,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3667444,532837,2014-08-08 20:52:19,08/08/2014 08:52:35 PM,08/08/2014 08:55:06 PM,08/09/2014 01:09:05 AM,RTF,REPORT TO FOLLOW,N,2U04,078XX Earhart Blvd,70125.0,2,"(29.95953889, -90.11240975)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.95953889,-90.11240975
H1216714,55,AGGRAVATED CRIMINAL DAMAGE,1B,37,AGGRAVATED ASSAULT,2A,3681158,536565,2014-08-09 23:17:03,08/09/2014 11:17:43 PM,08/09/2014 11:20:05 PM,08/10/2014 06:37:51 AM,RTF,REPORT TO FOLLOW,N,1J02,016XX Esplanade Ave,70116.0,1,"(29.96938034, -90.06897398)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96938034,-90.06897398
H1289814,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3675002,527653,2014-08-10 15:32:38,08/10/2014 03:48:38 PM,08/10/2014 03:54:04 PM,08/10/2014 05:14:44 PM,RTF,REPORT TO FOLLOW,N,6J01,029XX Josephine St,70113.0,6,"(29.94506028, -90.08871882)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94506028,-90.08871882
H1292114,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3660560,530539,2014-08-10 16:10:14,08/10/2014 04:11:40 PM,08/10/2014 04:10:14 PM,08/10/2014 07:06:30 PM,RTF,REPORT TO FOLLOW,Y,2K02,088XX Willow St,70118.0,2,"(29.95341871, -90.13422376)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.95341871,-90.13422376
H1349514,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3701528,552272,2014-08-11 04:41:36,08/11/2014 04:43:15 AM,08/11/2014 04:47:45 AM,08/11/2014 06:40:11 AM,RTF,REPORT TO FOLLOW,N,7C04,072XX Chef Menteur Hwy,70126.0,7,"(30.01193320, -90.00406803)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01193320,-90.00406803
H1471714,55,AGGRAVATED CRIMINAL DAMAGE,2A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3681165,543487,2014-08-12 02:35:51,08/12/2014 02:37:53 AM,08/12/2014 02:46:57 AM,08/12/2014 04:40:52 AM,RTF,REPORT TO FOLLOW,N,3X03,017XX Abundance St,70119.0,3,"(29.98841175, -90.06870903)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.98841175,-90.06870903
H2023314,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3681498,538511,2014-08-16 08:04:23,08/16/2014 08:05:12 AM,08/16/2014 08:15:20 AM,08/16/2014 10:12:04 AM,RTF,REPORT TO FOLLOW,N,1B01,016XX N Prieur St,70116.0,1,"(29.97471874, -90.06783107)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97471874,-90.06783107
H3378514,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3672898,522919,2014-08-26 18:11:41,08/26/2014 06:14:10 PM,08/26/2014 06:16:11 PM,08/26/2014 08:14:53 PM,RTF,REPORT TO FOLLOW,N,6Q02,036XX S Saratoga St,70115.0,6,"(29.93210484, -90.09552434)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.93210484,-90.09552434
H4077314,55,AGGRAVATED CRIMINAL DAMAGE,1B,37,AGGRAVATED ASSAULT,2A,3699025,533217,2014-08-31 22:27:37,08/31/2014 10:28:42 PM,08/31/2014 10:39:22 PM,09/01/2014 12:56:49 AM,RTF,REPORT TO FOLLOW,N,5E04,010XX Gordon St,70117.0,5,"(29.95961994, -90.01266991)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.95961994,-90.01266991
I0112414,55,AGGRAVATED CRIMINAL DAMAGE,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3674405,526995,2014-09-01 22:27:31,09/02/2014 02:04:02 AM,09/02/2014 02:11:50 AM,09/02/2014 03:52:12 AM,RTF,REPORT TO FOLLOW,N,6I02,028XX 1st St,70113.0,6,"(29.94326911, -90.09062624)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94326911,-90.09062624
I0532214,55,AGGRAVATED CRIMINAL DAMAGE,2A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3683919,545188,2014-09-05 00:25:33,09/05/2014 12:27:51 AM,09/05/2014 01:03:52 AM,09/05/2014 05:15:06 AM,RTF,REPORT TO FOLLOW,N,3X02,034XX Frenchmen St,70122.0,3,"(29.99300508, -90.05994969)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.99300508,-90.05994969
I1301314,55,AGGRAVATED CRIMINAL DAMAGE,1B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3684907,538480,2014-09-11 01:04:12,09/11/2014 01:04:57 AM,09/11/2014 01:07:22 AM,09/11/2014 05:29:44 AM,RTF,REPORT TO FOLLOW,N,5G01,022XX N Derbigny St,70117.0,5,"(29.97452984, -90.05706698)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97452984,-90.05706698
I1730514,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3704699,558877,2014-09-14 04:53:36,09/14/2014 04:57:42 AM,09/14/2014 05:50:11 AM,09/14/2014 08:34:02 AM,RTF,REPORT TO FOLLOW,N,7O04,I-10 W & Crowder Blvd,70127.0,7,"(30.02999472, -89.99380396)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02999472,-89.99380396
I1801714,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,2A,3703966,510545,2014-09-14 19:34:26,09/14/2014 07:35:28 PM,09/14/2014 07:44:38 PM,09/14/2014 09:19:04 PM,RTF,REPORT TO FOLLOW,N,4D05,052XX Forest Park Ln,70131.0,4,"(29.89712224, -89.99790269)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.89712224,-89.99790269
I1964714,55,AGGRAVATED CRIMINAL DAMAGE,2A,55,AGGRAVATED CRIMINAL DAMAGE,1B,3715126,556702,2014-09-16 00:12:49,09/16/2014 12:14:06 AM,09/16/2014 12:15:04 AM,09/16/2014 02:42:01 AM,RTF,REPORT TO FOLLOW,N,7J03,047XX Corinne St,70127.0,7,"(30.02367464, -89.96094022)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02367464,-89.96094022
I1973114,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3686398,541336,2014-09-16 02:24:54,09/16/2014 02:27:34 AM,09/16/2014 02:32:57 AM,09/16/2014 03:55:31 AM,RTF,REPORT TO FOLLOW,N,5L02,024XX Music St,70117.0,5,"(29.98233784, -90.05225657)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.98233784,-90.05225657
I3352414,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3706837,560668,2014-09-26 16:39:58,09/26/2014 05:02:20 PM,09/26/2014 05:44:03 PM,09/26/2014 06:53:00 PM,RTF,REPORT TO FOLLOW,N,7O10,069XX Salem Dr,70127.0,7,"(30.03484986, -89.98698240)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.03484986,-89.98698240
I3454414,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3705511,516260,2014-09-27 11:30:42,09/27/2014 11:32:34 AM,09/27/2014 11:39:54 AM,09/27/2014 02:23:57 PM,RTF,REPORT TO FOLLOW,N,4E03,059XX Stratford Pl,70131.0,4,"(29.91278756, -89.99281489)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.91278756,-89.99281489
J0247714,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3684671,536602,2014-10-02 18:00:40,10/02/2014 07:53:33 PM,,10/02/2014 08:40:37 PM,RTF,REPORT TO FOLLOW,N,5A05,021XX Marais St,70116.0,5,"(29.96937289, -90.05787748)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96937289,-90.05787748
J0398714,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3671878,526910,2014-10-03 20:30:00,10/03/2014 08:30:55 PM,10/03/2014 08:36:19 PM,10/03/2014 10:42:25 PM,RTF,REPORT TO FOLLOW,N,2R01,032XX Louisiana Avenue Pkwy,70125.0,2,"(29.94310894, -90.09860833)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94310894,-90.09860833
J2500414,55,AGGRAVATED CRIMINAL DAMAGE,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3706952,560879,2014-10-20 10:45:40,10/20/2014 10:47:01 AM,10/20/2014 10:45:40 AM,10/20/2014 11:22:41 AM,RTF,REPORT TO FOLLOW,Y,7O10,070XX Bundy Rd,,7,"(30.03542631, -89.98661144)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.03542631,-89.98661144
J2503914,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3706948,560802,2014-10-20 11:15:39,10/20/2014 11:22:49 AM,10/20/2014 11:15:39 AM,10/20/2014 12:13:42 PM,RTF,REPORT TO FOLLOW,Y,7O10,070XX Bundy Rd,70127.0,7,"(30.03521455, -89.98662569)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.03521455,-89.98662569
J3752714,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3705286,554581,2014-10-30 04:34:02,10/30/2014 04:34:43 AM,10/30/2014 04:42:04 AM,10/30/2014 10:40:19 AM,RTF,REPORT TO FOLLOW,N,7F02,046XX Eastview Dr,70126.0,7,"(30.01816354, -89.99210840)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01816354,-89.99210840
K0652214,55,AGGRAVATED CRIMINAL DAMAGE,2A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3698428,555386,2014-11-05 21:25:37,11/05/2014 09:28:35 PM,11/05/2014 09:50:02 PM,11/05/2014 10:59:12 PM,RTF,REPORT TO FOLLOW,N,7Q01,I10 E & Dwyer Rd,70126.0,7,"(30.02059453, -90.01374853)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02059453,-90.01374853
K1497614,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3687394,546163,2014-11-12 18:21:54,11/12/2014 06:22:29 PM,11/12/2014 06:32:35 PM,11/12/2014 08:57:35 PM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Myrtle St,70122.0,3,"(29.99558019, -90.04893845)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.99558019,-90.04893845
K1677514,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3695656,525031,2014-11-14 08:03:50,11/14/2014 08:04:36 AM,,11/14/2014 09:52:26 AM,RTF,REPORT TO FOLLOW,N,4I03,017XX Tita St,70114.0,4,"(29.93721588, -90.02360457)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.93721588,-90.02360457
K1858014,55,AGGRAVATED CRIMINAL DAMAGE,2A,94,DISCHARGING FIREARM,2B,3679751,540541,2014-11-15 18:57:37,11/15/2014 07:07:21 PM,11/15/2014 07:07:23 PM,11/15/2014 08:25:54 PM,RTF,REPORT TO FOLLOW,N,1C02,025XX D'Abadie St,70119.0,1,"(29.98035485, -90.07327801)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.98035485,-90.07327801
K2676314,55,AGGRAVATED CRIMINAL DAMAGE,1A,55,AGGRAVATED CRIMINAL DAMAGE,1A,3682032,536949,2014-11-22 07:06:35,11/22/2014 09:01:47 AM,11/22/2014 09:06:48 AM,11/22/2014 01:01:55 PM,RTF,REPORT TO FOLLOW,N,1A01,Columbus St & N Robertson St,70116.0,1,"(29.97040776, -90.06619792)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97040776,-90.06619792
K3272714,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3690724,528081,2014-11-27 15:42:28,11/27/2014 03:43:00 PM,11/27/2014 03:47:42 PM,11/27/2014 05:15:02 PM,RTF,REPORT TO FOLLOW,N,4H01,009XX Hendee St,70114.0,4,"(29.94575659, -90.03906611)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94575659,-90.03906611
L0021914,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3707381,559243,2014-12-01 08:08:04,12/01/2014 08:20:57 AM,12/01/2014 08:21:38 AM,12/01/2014 11:35:43 AM,RTF,REPORT TO FOLLOW,N,7R04,068XX Tara Ln,70127.0,7,"(30.03091368, -89.98531603)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.03091368,-89.98531603
L0028614,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3682328,534824,2014-12-01 09:22:13,12/01/2014 09:24:29 AM,12/01/2014 09:25:01 AM,12/01/2014 11:36:22 AM,RTF,REPORT TO FOLLOW,N,1F02,011XX N Rampart St,70116.0,1,"(29.96455639, -90.06533943)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96455639,-90.06533943
L0160614,55,AGGRAVATED CRIMINAL DAMAGE,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3704993,556847,2014-12-02 09:59:42,12/02/2014 01:50:25 PM,12/02/2014 01:52:48 PM,12/02/2014 02:25:08 PM,RTF,REPORT TO FOLLOW,N,7Q04,051XX Sandhurst Dr,70126.0,7,"(30.02440277, -89.99295112)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02440277,-89.99295112
L1464014,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3675428,527231,2014-12-13 00:57:52,12/13/2014 08:43:00 AM,12/13/2014 08:51:20 AM,12/13/2014 01:13:40 PM,RTF,REPORT TO FOLLOW,N,6J01,027XX Josephine St,70113.0,6,"(29.94388677, -90.08739067)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94388677,-90.08739067
L1481514,55,AGGRAVATED CRIMINAL DAMAGE,1A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3682150,536682,2014-12-13 06:33:45,12/13/2014 07:19:02 AM,12/13/2014 06:35:22 AM,12/13/2014 10:39:58 AM,RTF,REPORT TO FOLLOW,N,1A01,014XX N Villere St,70116.0,1,"(29.96967136, -90.06583593)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96967136,-90.06583593
L1523614,55,AGGRAVATED CRIMINAL DAMAGE,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3683531,540869,2014-12-13 15:20:30,12/13/2014 05:01:48 PM,12/13/2014 05:04:25 PM,12/13/2014 06:22:14 PM,RTF,REPORT TO FOLLOW,N,5K01,030XX Pauger St,70119.0,5,"(29.98114086, -90.06132676)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.98114086,-90.06132676
L1535714,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3687676,527085,2014-12-13 17:27:33,12/13/2014 05:27:53 PM,12/13/2014 05:39:47 PM,12/13/2014 08:41:20 PM,RTF,REPORT TO FOLLOW,N,4A02,012XX Belleville St,70114.0,4,"(29.94311299, -90.04872528)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94311299,-90.04872528
L1706814,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3701402,553275,2014-12-15 07:35:04,12/15/2014 09:12:07 PM,12/15/2014 09:34:24 PM,12/15/2014 10:23:01 PM,RTF,REPORT TO FOLLOW,N,7C04,070XX Ransom St,70126.0,7,"(30.01469712, -90.00442958)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01469712,-90.00442958
L2307314,55,AGGRAVATED CRIMINAL DAMAGE,2A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3704238,555744,2014-12-20 07:14:59,12/20/2014 07:20:57 AM,12/20/2014 07:21:41 AM,12/20/2014 09:47:40 AM,RTF,REPORT TO FOLLOW,N,7E01,048XX Francisco Verrett Dr,70126.0,7,"(30.02139479, -89.99537723)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.02139479,-89.99537723
L2494414,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3692852,537032,2014-12-21 21:22:10,12/21/2014 09:23:17 PM,12/21/2014 09:26:47 PM,12/22/2014 01:19:14 AM,RTF,REPORT TO FOLLOW,N,5H01,France St & N Claiborne Ave,70117.0,5,"(29.97030311, -90.03202652)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97030311,-90.03202652
L2732714,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3686284,553917,2014-12-23 20:18:57,12/24/2014 04:33:58 AM,12/24/2014 04:49:16 AM,12/24/2014 06:36:27 AM,RTF,REPORT TO FOLLOW,N,3R04,025XX Prentiss Ave,70122.0,3,"(30.01693566, -90.05217029)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.01693566,-90.05217029
L3090014,55,AGGRAVATED CRIMINAL DAMAGE,1A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3720322,574849,2014-12-27 12:49:02,12/27/2014 01:29:50 PM,12/27/2014 01:29:31 PM,12/27/2014 05:01:15 PM,RTF,REPORT TO FOLLOW,N,7K04,148XX S Little Woods Dr,70128.0,7,"(30.07339741, -89.94382541)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.07339741,-89.94382541
L3342314,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3674718,526794,2014-12-29 20:37:23,12/29/2014 08:38:15 PM,12/29/2014 08:43:03 PM,12/30/2014 04:58:44 AM,RTF,REPORT TO FOLLOW,N,6I03,023XX Clara St,70113.0,6,"(29.94270720, -90.08964496)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94270720,-90.08964496
L3499114,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3675665,531261,2014-12-31 09:00:38,12/31/2014 09:35:51 AM,12/31/2014 09:57:46 AM,12/31/2014 12:43:10 PM,RTF,REPORT TO FOLLOW,N,1G01,020XX Poydras St,70113.0,1,"(29.95496083, -90.08650118)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.95496083,-90.08650118
A0317715,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3686965,540471,2015-01-03 16:47:22,01/03/2015 04:50:18 PM,01/03/2015 04:56:03 PM,01/03/2015 06:09:52 PM,RTF,REPORT TO FOLLOW,N,5L02,025XX N Miro St,70117.0,5,"(29.97994159, -90.05049607)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97994159,-90.05049607
A0687315,55,AGGRAVATED CRIMINAL DAMAGE,1A,55,AGGRAVATED CRIMINAL DAMAGE,2A,3669326,537627,2015-01-06 22:17:03,01/06/2015 10:17:54 PM,01/06/2015 10:19:25 PM,01/07/2015 12:48:00 AM,RTF,REPORT TO FOLLOW,N,3D02,005XX S Hennessey St,70119.0,3,"(29.97265256, -90.10630300)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.97265256,-90.10630300
A0722715,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3687667,535547,2015-01-07 09:36:38,01/07/2015 09:45:34 AM,01/07/2015 09:51:45 AM,01/07/2015 10:49:52 AM,RTF,REPORT TO FOLLOW,N,5C01,028XX Burgundy St,70117.0,5,"(29.96638109, -90.04845239)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.96638109,-90.04845239
A0794815,55,AGGRAVATED CRIMINAL DAMAGE,1B,37,AGGRAVATED ASSAULT,2A,3708430,564793,2015-01-07 20:16:27,01/07/2015 08:17:34 PM,01/07/2015 08:30:49 PM,01/07/2015 10:55:42 PM,RTF,REPORT TO FOLLOW,N,7I13,101XX Curran Blvd,70127.0,7,"(30.04614089, -89.98179454)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.04614089,-89.98179454
A1619215,55,AGGRAVATED CRIMINAL DAMAGE,1B,55,AGGRAVATED CRIMINAL DAMAGE,1B,3720090,563173,2015-01-14 12:39:17,01/14/2015 04:07:02 PM,01/14/2015 04:13:00 PM,01/14/2015 05:15:15 PM,RTF,REPORT TO FOLLOW,N,7K02,001XX Oakmont Dr,70128.0,7,"(30.04130328, -89.94500519)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,30.04130328,-89.94500519
A2016415,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3673359,528106,2015-01-17 14:13:47,01/17/2015 02:14:48 PM,01/17/2015 02:18:33 PM,01/17/2015 04:22:15 PM,RTF,REPORT TO FOLLOW,N,6K01,2nd St & S Prieur St,70125.0,6,"(29.94635499, -90.09389161)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.94635499,-90.09389161
A2385315,55,AGGRAVATED CRIMINAL DAMAGE,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3687281,547285,2015-01-20 17:32:35,01/20/2015 08:30:06 PM,01/20/2015 08:52:26 PM,01/20/2015 10:46:06 PM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Jonquil St,70122.0,3,"(29.99866752, -90.04925772)",VIOLENT CRIME,AGGRAVATED CRIMINAL DAMAGE,29.99866752,-90.04925772
