NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip_x,PoliceDistrict,Location,CrimeType,Description,FieldInterviewID,EventDate,District,Zone,OfficerAssignment,StopDescription,ActionsTaken,VehicleYear,VehicleMake,VehicleModel,VehicleStyle,VehicleColor,SubjectID,SubjectRace,SubjectGender,SubjectAge,SubjectHasPhotoID,SubjectHeight,SubjectWeight,SubjectEyeColor,SubjectHairColor,SubjectDriverLicState,CreatedDateTime,LastModifiedDateTime,Longitude,Latitude,Zip_y,BlockAddress
F2495713,65,SIMPLE ROBBERY,2B,,,,3711815,559248,2013-06-18 19:11:00,2013-06-18 19:17:00,2013-06-18 19:19:00,2013-06-18 20:27:00,RTF,REPORT TO FOLLOW,,,056XX Read Blvd,70127.0,7,"(30.03078188134586, -89.97130671259139)",VIOLENT CRIME,SIMPLE ROBBERY,210544,06/29/2013 02:22:00 AM,7,K,7th  District,SUSPECT PERSON,Stop Results: Arrest made,,,,,,245839.0,BLACK,MALE,16.0,No,65.0,130.0,Brown,Blonde,,06/29/2013 07:55:06 PM,,-89.9713067126,30.0307818813,70127.0,056XX Read Blvd
F3097213,65,SIMPLE ROBBERY,1B,,,,3680945,530307,2013-06-23 02:34:00,2013-06-23 02:34:00,2013-06-23 02:56:00,2013-06-23 04:32:00,RTF,REPORT TO FOLLOW,,,007XX Common St,70130.0,8,"(29.952177182234372, -90.06986504489848)",VIOLENT CRIME,SIMPLE ROBBERY,209785,06/23/2013 02:34:00 AM,8,I,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Evidence Seized: No,,,,,,244985.0,HISPANIC,MALE,27.0,No,68.0,145.0,Brown,Black,,06/23/2013 03:56:24 AM,,-90.0698650449,29.952177182199996,70130.0,007XX Common St
F3528813,65,SIMPLE ROBBERY,1B,,,,3681336,532082,2013-06-26 04:16:00,2013-06-26 04:19:00,2013-06-26 04:22:00,2013-06-26 06:07:00,RTF,REPORT TO FOLLOW,,,004XX Dauphine St,70112.0,8,"(29.957045970557953, -90.06856858640842)",VIOLENT CRIME,SIMPLE ROBBERY,210375,06/27/2013 04:10:00 AM,8,D,8th  District,CALL FOR SERVICE,,,,,,,245641.0,BLACK,FEMALE,38.0,Yes,70.0,200.0,Brown,Brown,LA,06/28/2013 06:39:25 AM,,-90.06856858639999,29.9570459706,70112.0,004XX Dauphine St
F3528813,65,SIMPLE ROBBERY,1B,,,,3681336,532082,2013-06-26 04:16:00,2013-06-26 04:19:00,2013-06-26 04:22:00,2013-06-26 06:07:00,RTF,REPORT TO FOLLOW,,,004XX Dauphine St,70112.0,8,"(29.957045970557953, -90.06856858640842)",VIOLENT CRIME,SIMPLE ROBBERY,210375,06/27/2013 04:10:00 AM,8,D,8th  District,CALL FOR SERVICE,,,,,,,245642.0,WHITE,MALE,32.0,Yes,68.0,175.0,Blue,Brown,GA,06/28/2013 06:39:25 AM,,-90.06856858639999,29.9570459706,70112.0,004XX Dauphine St
H0025313,65,SIMPLE ROBBERY,1B,,,,3674634,528213,2013-08-01 05:44:00,2013-08-01 05:48:00,2013-08-01 05:51:00,2013-08-01 07:20:00,RTF,REPORT TO FOLLOW,,,S Derbigny St & Josephine St,70125.0,6,"(29.946609212041114, -90.08986402763078)",VIOLENT CRIME,SIMPLE ROBBERY,214094,08/01/2013 06:54:00 AM,6,L,6th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Probable cause;Evidence Seized: Yes;Evidence Types: Other,,,,,,249885.0,BLACK,MALE,24.0,No,72.0,165.0,Brown,Black,,08/01/2013 06:57:29 AM,,-90.0898640276,29.946609212,70125.0,S Derbigny St & Josephine St
H0815913,65,SIMPLE ROBBERY,1B,,,,3683410,534848,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:19:00,RTF,REPORT TO FOLLOW,,,009XX Esplanade Ave,70116.0,8,"(29.9645884128243, -90.06192263472542)",VIOLENT CRIME,SIMPLE ROBBERY,214757,08/07/2013 11:14:00 PM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Warrant;Evidence Seized: Yes;Evidence Types: Drugs,,,,,,250632.0,WHITE,MALE,31.0,No,70.0,150.0,Brown,Brown,,08/07/2013 11:21:26 PM,,-90.0619226347,29.9645884128,70116.0,009XX Esplanade Ave
H0815913,65,SIMPLE ROBBERY,1B,,,,3683410,534848,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:19:00,RTF,REPORT TO FOLLOW,,,009XX Esplanade Ave,70116.0,8,"(29.9645884128243, -90.06192263472542)",VIOLENT CRIME,SIMPLE ROBBERY,214757,08/07/2013 11:14:00 PM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Warrant;Evidence Seized: Yes;Evidence Types: Drugs,,,,,,250633.0,WHITE,FEMALE,25.0,No,68.0,150.0,Brown,Brown,,08/07/2013 11:21:26 PM,,-90.0619226347,29.9645884128,70116.0,009XX Esplanade Ave
H0815913,65,SIMPLE ROBBERY,1B,,,,3683410,534848,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:19:00,RTF,REPORT TO FOLLOW,,,009XX Esplanade Ave,70116.0,8,"(29.9645884128243, -90.06192263472542)",VIOLENT CRIME,SIMPLE ROBBERY,214757,08/07/2013 11:14:00 PM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Warrant;Evidence Seized: Yes;Evidence Types: Drugs,,,,,,250634.0,BLACK,MALE,25.0,No,70.0,200.0,Brown,Black,,08/07/2013 11:21:26 PM,,-90.0619226347,29.9645884128,70116.0,009XX Esplanade Ave
H0815913,65,SIMPLE ROBBERY,1B,,,,3683410,534848,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:04:00,2013-08-06 23:19:00,RTF,REPORT TO FOLLOW,,,009XX Esplanade Ave,70116.0,8,"(29.9645884128243, -90.06192263472542)",VIOLENT CRIME,SIMPLE ROBBERY,214757,08/07/2013 11:14:00 PM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Warrant;Evidence Seized: Yes;Evidence Types: Drugs,,,,,,250635.0,WHITE,MALE,29.0,No,67.0,160.0,Blue,Red,,08/07/2013 11:21:26 PM,,-90.0619226347,29.9645884128,70116.0,009XX Esplanade Ave
H2908113,65,SIMPLE ROBBERY,2B,,,,3679936,531547,2013-08-21 22:35:00,2013-08-21 22:38:00,2013-08-21 22:41:00,2013-08-22 01:42:00,RTF,REPORT TO FOLLOW,,,011XX Canal St,70112.0,8,"(29.95561731778949, -90.07300793151246)",VIOLENT CRIME,SIMPLE ROBBERY,216210,08/21/2013 11:45:00 PM,8,I,8th  District,CALL FOR SERVICE,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,252251.0,BLACK,MALE,21.0,No,73.0,200.0,Brown,Brown,,08/22/2013 03:58:04 AM,,-90.0730079315,29.9556173178,70112.0,011XX Canal St
H2908113,65,SIMPLE ROBBERY,2B,,,,3679936,531547,2013-08-21 22:35:00,2013-08-21 22:38:00,2013-08-21 22:41:00,2013-08-22 01:42:00,RTF,REPORT TO FOLLOW,,,011XX Canal St,70112.0,8,"(29.95561731778949, -90.07300793151246)",VIOLENT CRIME,SIMPLE ROBBERY,216210,08/21/2013 11:45:00 PM,8,I,8th  District,CALL FOR SERVICE,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,252252.0,BLACK,MALE,18.0,No,71.0,200.0,Brown,Brown,LA,08/22/2013 03:58:04 AM,,-90.0730079315,29.9556173178,70112.0,011XX Canal St
H2908113,65,SIMPLE ROBBERY,2B,,,,3679936,531547,2013-08-21 22:35:00,2013-08-21 22:38:00,2013-08-21 22:41:00,2013-08-22 01:42:00,RTF,REPORT TO FOLLOW,,,011XX Canal St,70112.0,8,"(29.95561731778949, -90.07300793151246)",VIOLENT CRIME,SIMPLE ROBBERY,216210,08/21/2013 11:45:00 PM,8,I,8th  District,CALL FOR SERVICE,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,252253.0,BLACK,FEMALE,21.0,No,69.0,140.0,Brown,Brown,LA,08/22/2013 03:58:04 AM,,-90.0730079315,29.9556173178,70112.0,011XX Canal St
H2908113,65,SIMPLE ROBBERY,2B,,,,3679936,531547,2013-08-21 22:35:00,2013-08-21 22:38:00,2013-08-21 22:41:00,2013-08-22 01:42:00,RTF,REPORT TO FOLLOW,,,011XX Canal St,70112.0,8,"(29.95561731778949, -90.07300793151246)",VIOLENT CRIME,SIMPLE ROBBERY,216210,08/21/2013 11:45:00 PM,8,I,8th  District,CALL FOR SERVICE,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,252254.0,BLACK,FEMALE,16.0,No,68.0,165.0,Brown,Brown,,08/22/2013 03:58:04 AM,,-90.0730079315,29.9556173178,70112.0,011XX Canal St
I1983813,65,SIMPLE ROBBERY,1B,,,,3683570,535466,2013-09-15 08:24:00,2013-09-15 08:24:00,2013-09-15 08:25:00,2013-09-15 11:26:00,RTF,REPORT TO FOLLOW,,,Saint Anthony St & Burgundy St,70116.0,8,"(29.96628281726949, -90.06139570330217)",VIOLENT CRIME,SIMPLE ROBBERY,218843,09/15/2013 12:09:00 PM,8,E,1st District,FLAGGED DOWN,Stop Results: Arrest made,,,,,,255246.0,WHITE,MALE,21.0,Yes,69.0,150.0,Brown,Brown,LA,09/15/2013 12:12:16 PM,,-90.06139401,29.96628291,70116.0,Saint Anthony St & Burgundy St
I3819013,65,SIMPLE ROBBERY,1B,,,,3681932,532855,2013-09-28 20:09:00,2013-09-28 20:09:00,2013-09-28 20:13:00,2013-09-28 21:37:00,RTF,REPORT TO FOLLOW,,,009XX Saint Peter St,70112.0,8,"(29.959153355083412, -90.0666596224108)",VIOLENT CRIME,SIMPLE ROBBERY,220066,09/29/2013 07:18:00 PM,8,C,8th  District,SUSPECT PERSON,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,256650.0,BLACK,MALE,17.0,No,66.0,290.0,Brown,Black,,09/29/2013 07:26:07 PM,,-90.06665741,29.95915608,70112.0,009XX Saint Peter St
I3819013,65,SIMPLE ROBBERY,1B,,,,3681932,532855,2013-09-28 20:09:00,2013-09-28 20:09:00,2013-09-28 20:13:00,2013-09-28 21:37:00,RTF,REPORT TO FOLLOW,,,009XX Saint Peter St,70112.0,8,"(29.959153355083412, -90.0666596224108)",VIOLENT CRIME,SIMPLE ROBBERY,220066,09/29/2013 07:18:00 PM,8,C,8th  District,SUSPECT PERSON,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,256651.0,BLACK,MALE,19.0,Yes,71.0,145.0,Brown,Black,LA,09/29/2013 07:26:07 PM,,-90.06665741,29.95915608,70112.0,009XX Saint Peter St
I3819013,65,SIMPLE ROBBERY,1B,,,,3681932,532855,2013-09-28 20:09:00,2013-09-28 20:09:00,2013-09-28 20:13:00,2013-09-28 21:37:00,RTF,REPORT TO FOLLOW,,,009XX Saint Peter St,70112.0,8,"(29.959153355083412, -90.0666596224108)",VIOLENT CRIME,SIMPLE ROBBERY,220066,09/29/2013 07:18:00 PM,8,C,8th  District,SUSPECT PERSON,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,256652.0,BLACK,FEMALE,20.0,Yes,65.0,130.0,Brown,Black,LA,09/29/2013 07:26:07 PM,,-90.06665741,29.95915608,70112.0,009XX Saint Peter St
I3856713,65,SIMPLE ROBBERY,1B,,,,3681565,530210,2013-09-29 02:30:00,2013-09-29 02:31:00,2013-09-29 02:36:00,2013-09-29 05:55:00,RTF,REPORT TO FOLLOW,,,005XX Canal St,70130.0,8,"(29.9518916524481, -90.06791075710785)",VIOLENT CRIME,SIMPLE ROBBERY,220012,09/29/2013 05:40:00 AM,8,G,8th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Evidence Seized: No,,,,,,256594.0,BLACK,MALE,17.0,No,68.0,180.0,Brown,Black,,09/29/2013 05:46:18 AM,,-90.06790895,29.95189311,70130.0,005XX Canal St
I3856713,65,SIMPLE ROBBERY,1B,,,,3681565,530210,2013-09-29 02:30:00,2013-09-29 02:31:00,2013-09-29 02:36:00,2013-09-29 05:55:00,RTF,REPORT TO FOLLOW,,,005XX Canal St,70130.0,8,"(29.9518916524481, -90.06791075710785)",VIOLENT CRIME,SIMPLE ROBBERY,220012,09/29/2013 05:40:00 AM,8,G,8th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Evidence Seized: No,,,,,,256595.0,BLACK,MALE,20.0,Yes,69.0,123.0,Brown,Black,,09/29/2013 05:46:18 AM,,-90.06790895,29.95189311,70130.0,005XX Canal St
I4061113,65,SIMPLE ROBBERY,1B,,,,3680058,533353,2013-09-30 18:25:00,2013-09-30 18:29:00,2013-09-30 18:34:00,2013-09-30 21:46:00,RTF,REPORT TO FOLLOW,,,014XX Saint Louis St,70112.0,1,"(29.960579515456256, -90.07255995196907)",VIOLENT CRIME,SIMPLE ROBBERY,220165,09/30/2013 10:09:00 PM,1,E,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Probable cause;Evidence Seized: No,,,,,,256765.0,BLACK,FEMALE,22.0,Yes,63.0,156.0,Brown,Brown,LA,09/30/2013 10:15:46 PM,,-90.07255698,29.96058063,70112.0,014XX Saint Louis St
K0732413,65,SIMPLE ROBBERY,2A,,,,3663131,529630,2013-11-06 03:38:00,2013-11-06 03:40:00,2013-11-06 03:45:00,2013-11-06 04:44:00,RTF,REPORT TO FOLLOW,,,081XX Green St,70118.0,2,"(29.95084373726491, -90.12613616325729)",VIOLENT CRIME,SIMPLE ROBBERY,227893,12/06/2013 12:59:00 AM,6,E,6th  District,TRAFFIC VIOLATION,Stop Results: Citation issued;Subject Type: Driver;Search Occurred: No;Evidence Seized: No,2002.0,CHEVROLET,TRAILBLAZER,SPORTS UTILITY,BLUE,265106.0,BLACK,FEMALE,32.0,Yes,67.0,200.0,Brown,Black,,12/06/2013 01:09:29 AM,,-90.12613563,29.95084628,70118.0,081XX Green St
A1088214,65,SIMPLE ROBBERY,1B,64,ARMED ROBBERY,2A,3709050,564023,2014-01-09 14:07:12,2014-01-09 14:09:28,2014-01-09 14:15:37,2014-01-09 19:27:03,RTF,REPORT TO FOLLOW,N,7I13,074XX Read Blvd,70127.0,7,"(30.04400270, -89.97986555)",VIOLENT CRIME,SIMPLE ROBBERY,231229,01/09/2014 02:29:00 PM,7,I,7th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,268692.0,BLACK,MALE,31.0,No,70.0,150.0,Brown,Brown,LA,01/09/2014 09:46:37 PM,,-89.97986555,30.0440027,70127.0,074XX Read Blvd
A3455214,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3687654,540555,2014-01-28 01:19:56,2014-01-28 01:34:33,2014-01-28 01:37:59,2014-01-28 03:43:48,RTF,REPORT TO FOLLOW,N,5M01,026XX N Miro St,70117.0,5,"(29.98015317, -90.04831647)",VIOLENT CRIME,SIMPLE ROBBERY,233062,01/28/2014 01:23:00 AM,3,E,3rd  District,TRAFFIC VIOLATION,Stop Results: Citation issued;Stop Results: Arrest made;Subject Type: Driver;Search Occurred: Yes;Search Types: Driver;Legal Basises: Incident to arrest;Evidence Seized: No,2005.0,CHEVROLET,SILVERADO,PICK UP,BLUE,270656.0,WHITE,MALE,51.0,Yes,70.0,170.0,Brown,Brown,LA,01/28/2014 04:22:04 AM,,-90.04831647,29.98015317,70117.0,026XX N Miro St
B0204814,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3690355,538092,2014-02-02 20:15:50,2014-02-02 20:38:11,2014-02-02 21:01:16,2014-02-02 22:39:47,RTF,REPORT TO FOLLOW,N,5G04,017XX Piety St,70117.0,5,"(29.97329654, -90.03987345)",VIOLENT CRIME,SIMPLE ROBBERY,240647,03/25/2014 01:00:00 PM,8,D,SOD,OTHER,,,,,,,279092.0,BLACK,MALE,27.0,No,72.0,220.0,Brown,Brown,,04/28/2014 10:43:25 AM,,-90.03987345,29.97329654,70117.0,017XX Piety St
B3377014,65,SIMPLE ROBBERY,1B,60,AGGRAVATED BURGLARY,2A,3684224,535912,2014-02-26 18:26:44,2014-02-26 18:28:19,2014-02-26 18:30:15,2014-02-26 22:02:12,RTF,REPORT TO FOLLOW,N,8F02,019XX N Rampart St,70116.0,8,"(29.96749129, -90.05931155)",VIOLENT CRIME,SIMPLE ROBBERY,236433,03/12/2014 10:09:00 PM,8,D,8th  District,CRIMINAL VIOLATION,,,,,,,274363.0,WHITE,MALE,27.0,No,68.0,150.0,Brown,Brown,,03/12/2014 10:10:21 PM,,-90.05931155,29.96749129,70116.0,019XX N Rampart St
C0165714,65,SIMPLE ROBBERY,1B,64J,CARJACKING,2A,3673882,534642,2014-03-01 23:33:35,2014-03-01 23:34:54,2014-03-01 23:40:13,2014-03-02 03:54:31,RTF,REPORT TO FOLLOW,N,1L01,004XX S Dupre St,70119.0,1,"(29.96431016, -90.09201686)",VIOLENT CRIME,SIMPLE ROBBERY,235814,03/01/2014 11:15:00 PM,1,L,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Probable cause;Evidence Seized: No,,,,,,273680.0,HISPANIC,MALE,23.0,No,69.0,180.0,Brown,Black,,03/02/2014 02:57:37 AM,,-90.09201686,29.96431016,70119.0,004XX S Dupre St
C1974614,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,1B,3681162,533244,2014-03-15 18:54:47,2014-03-15 18:59:23,2014-03-15 20:38:28,2014-03-16 00:55:52,RTF,REPORT TO FOLLOW,N,1E03,006XX N Rampart St,70112.0,1,"(29.96024903, -90.06907651)",VIOLENT CRIME,SIMPLE ROBBERY,236732,03/15/2014 11:19:00 PM,1,E,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,274678.0,BLACK,MALE,20.0,Yes,63.0,120.0,Brown,Black,LA,03/15/2014 11:24:00 PM,04/04/2014 09:13:03 PM,-90.06907651,29.96024903,70112.0,006XX N Rampart St
C2902214,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3700958,552152,2014-03-22 18:30:33,2014-03-22 18:31:15,2014-03-22 18:30:33,2014-03-22 19:18:40,RTF,REPORT TO FOLLOW,Y,7C04,069XX Chef Menteur Hwy,70126.0,7,"(30.01162136, -90.00587387)",VIOLENT CRIME,SIMPLE ROBBERY,237305,03/22/2014 06:57:00 PM,7,C,7th  District,CALL FOR SERVICE,,,,,,,275309.0,BLACK,MALE,17.0,No,67.0,110.0,Brown,Black,LA,03/22/2014 06:59:50 PM,,-90.00587387,30.01162136,70126.0,069XX Chef Menteur Hwy
D3106714,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3666623,533430,2014-04-23 18:56:13,2014-04-23 18:56:56,2014-04-23 18:56:13,2014-04-23 19:28:36,RTF,REPORT TO FOLLOW,Y,2T03,S Carrollton Ave & Earhart Blvd,70118.0,2,"(29.96119106, -90.11498136)",VIOLENT CRIME,SIMPLE ROBBERY,240688,04/28/2014 10:50:00 PM,2,T,2nd  District,TRAFFIC VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Warrant;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,279135.0,BLACK,MALE,16.0,No,72.0,180.0,Brown,Black,,04/29/2014 12:09:38 AM,,-90.11498136,29.96119106,70118.0,S Carrollton Ave & Earhart Blvd
E3440114,65,SIMPLE ROBBERY,1B,103D,DOMESTIC DISTURBANCE,2B,3676002,538174,2014-05-25 18:11:14,2014-05-25 18:12:19,2014-05-25 18:18:52,2014-05-25 20:29:42,RTF,REPORT TO FOLLOW,N,1M05,008XX N Gayoso St,70119.0,1,"(29.97395840, -90.08520083)",VIOLENT CRIME,SIMPLE ROBBERY,243606,05/25/2014 11:12:00 PM,1,M,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Subject Type: Pedestrian;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,282330.0,BLACK,FEMALE,22.0,Yes,66.0,180.0,Brown,Black,LA,05/25/2014 11:19:51 PM,,-90.08520083,29.973958399999997,70119.0,008XX N Gayoso St
F1130614,65,SIMPLE ROBBERY,1B,103D,DOMESTIC DISTURBANCE,1A,3680601,538059,2014-06-09 11:15:28,2014-06-09 11:34:56,2014-06-09 11:40:37,2014-06-09 14:38:43,RTF,REPORT TO FOLLOW,N,1B01,Columbus St & N Johnson St,70116.0,1,"(29.97350443, -90.07068043)",VIOLENT CRIME,SIMPLE ROBBERY,247173,06/20/2014 06:30:00 AM,7,C,SOD,CRIMINAL VIOLATION,,,,,,,286285.0,BLACK,MALE,22.0,Yes,69.0,145.0,Brown,Black,LA,06/23/2014 06:37:19 AM,06/23/2014 02:30:12 PM,-90.07068043,29.97350443,70116.0,Columbus St & N Johnson St
F2152214,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,2A,3681944,534690,2014-06-16 23:19:34,2014-06-16 23:21:21,2014-06-16 23:23:24,2014-06-17 05:52:35,RTF,REPORT TO FOLLOW,N,1F02,010XX Henriette Delille St,70116.0,1,"(29.96420009, -90.06655763)",VIOLENT CRIME,SIMPLE ROBBERY,247163,06/16/2014 11:19:00 PM,1,F,1st District,CALL FOR SERVICE,,,,,,,286274.0,BLACK,MALE,47.0,Yes,72.0,190.0,Brown,Salt/Pepper,LA,06/23/2014 05:24:47 AM,,-90.06655763,29.96420009,70116.0,010XX Henriette Delille St
F3942614,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,2A,3671663,526720,2014-06-30 08:07:12,2014-06-30 08:09:49,2014-06-30 08:20:17,2014-06-30 10:14:41,RTF,REPORT TO FOLLOW,N,2R01,037XX S Roman St,70125.0,2,"(29.94259447, -90.09929510)",VIOLENT CRIME,SIMPLE ROBBERY,248090,06/30/2014 08:15:00 AM,2,R,2nd  District,CALL FOR SERVICE,,,,,,,287313.0,BLACK,FEMALE,21.0,No,67.0,225.0,Brown,Black,MS,06/30/2014 10:43:36 AM,,-90.09929509999999,29.94259447,70125.0,037XX S Roman St
F3990514,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3679530,531841,2014-06-30 15:16:07,2014-06-30 15:29:16,2014-06-30 15:29:23,2014-06-30 18:51:17,RTF,REPORT TO FOLLOW,N,8J04,013XX Canal St,70112.0,8,"(29.95643801, -90.07427765)",VIOLENT CRIME,SIMPLE ROBBERY,248141,06/30/2014 03:06:00 PM,8,J,8th  District,CALL FOR SERVICE,,,,,,,287364.0,BLACK,MALE,16.0,No,72.0,180.0,Brown,Black,,06/30/2014 07:48:47 PM,,-90.07427765,29.95643801,70112.0,013XX Canal St
G1498714,65,SIMPLE ROBBERY,1B,103D,DOMESTIC DISTURBANCE,1A,3706908,513980,2014-07-12 03:41:05,2014-07-12 03:41:46,2014-07-12 03:52:04,2014-07-12 06:58:10,RTF,REPORT TO FOLLOW,N,4E01,061XX Tullis Dr,70131.0,4,"(29.90647150, -89.98849118)",VIOLENT CRIME,SIMPLE ROBBERY,251710,07/27/2014 08:40:00 PM,4,B,SOD,SUSPECT PERSON,,,,,,,291318.0,BLACK,MALE,28.0,No,73.0,180.0,Brown,Black,,07/28/2014 02:04:17 AM,07/31/2014 03:04:27 PM,-89.98849118,29.906471500000002,70131.0,061XX Tullis Dr
G3564314,65,SIMPLE ROBBERY,1B,67,THEFT,1A,3680761,540351,2014-07-27 23:10:16,2014-07-28 00:45:35,2014-07-28 01:29:08,2014-07-28 05:40:53,RTF,REPORT TO FOLLOW,N,1C02,023XX Aubry St,70119.0,1,"(29.97980114, -90.07009365)",VIOLENT CRIME,SIMPLE ROBBERY,252076,07/29/2014 02:45:00 PM,1,C,1st District,CALL FOR SERVICE,,,,,,,291708.0,BLACK,MALE,44.0,No,75.0,150.0,Brown,Black,,07/30/2014 07:52:06 AM,,-90.07009365,29.97980114,70119.0,023XX Aubry St
G3693314,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,2A,3697266,522234,2014-07-28 22:51:31,2014-07-28 23:29:03,2014-07-28 23:33:50,2014-07-29 06:01:03,RTF,REPORT TO FOLLOW,N,4J01,022XX Cobblestone Ln,70114.0,4,"(29.92947642, -90.01862352)",VIOLENT CRIME,SIMPLE ROBBERY,361753,06/19/2016 04:54:00 AM,5,D,5th  District,CALL FOR SERVICE,,,,,,,411969.0,BLACK,MALE,35.0,No,72.0,165.0,Brown,Black,,06/19/2016 05:01:48 AM,06/19/2016 05:01:58 AM,-90.01862352,29.92947642,70114.0,022XX Cobblestone Ln
I0118614,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3680769,531840,2014-09-02 00:23:32,2014-09-02 02:11:17,2014-09-02 00:23:32,2014-09-02 04:01:19,RTF,REPORT TO FOLLOW,Y,8D02,002XX Burgundy St,70112.0,8,"(29.95639834, -90.07036619)",VIOLENT CRIME,SIMPLE ROBBERY,263597,09/29/2014 12:37:00 AM,8,F,8th  District,CRIMINAL VIOLATION,,,,,,,304028.0,WHITE,MALE,35.0,No,71.0,180.0,Blue,Brown,,09/29/2014 12:40:59 AM,,-90.07036619,29.95639834,70112.0,002XX Burgundy St
I2087914,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3680454,541803,2014-09-16 22:38:42,2014-09-16 22:43:13,2014-09-16 22:38:42,2014-09-17 02:31:33,RTF,REPORT TO FOLLOW,Y,5K04,019XX N Broad St,70119.0,5,"(29.98380331, -90.07101521)",VIOLENT CRIME,SIMPLE ROBBERY,262160,09/16/2014 10:38:00 PM,5,K,5th  District,CALL FOR SERVICE,,,,,,,302455.0,BLACK,MALE,51.0,No,72.0,227.0,Brown,Black,,09/20/2014 10:51:26 PM,,-90.07101521,29.98380331,70119.0,019XX N Broad St
I2863014,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3682172,533177,2014-09-22 23:55:09,,2014-09-22 23:55:09,2014-09-23 02:51:30,RTF,REPORT TO FOLLOW,Y,8E01,009XX Saint Ann St,70116.0,8,"(29.96003351, -90.06588747)",VIOLENT CRIME,SIMPLE ROBBERY,262520,09/23/2014 06:24:00 AM,8,E,8th  District,CITIZEN CONTACT,,,,,,,302842.0,WHITE,MALE,20.0,Yes,62.0,110.0,Brown,Brown,FL,09/23/2014 06:28:53 AM,,-90.06588747,29.96003351,70116.0,009XX Saint Ann St
