NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description
K1475213,34,AGGRAVATED BATTERY,2B,,,,3675439,536276,2013-11-11 17:14:00,2013-11-11 17:14:00,2013-11-11 17:18:00,2013-11-11 22:29:00,RTF,REPORT TO FOLLOW,,,003XX N White St,70119.0,1,"(29.96875571641814, -90.08704545611977)",VIOLENT CRIME,AGGRAVATED BATTERY
K2323313,34,AGGRAVATED BATTERY,2B,,,,3703891,556938,2013-11-17 17:19:00,2013-11-17 19:43:00,2013-11-17 20:27:00,2013-11-18 01:17:00,RTF,REPORT TO FOLLOW,,,056XX Bentley Dr,70126.0,7,"(30.024686885387922, -89.99643171690425)",VIOLENT CRIME,AGGRAVATED BATTERY
K2787413,34,AGGRAVATED BATTERY,1A,,,,3677258,526720,2013-11-20 22:12:00,2013-11-20 23:22:00,2013-11-20 23:40:00,2013-11-21 00:44:00,RTF,REPORT TO FOLLOW,,,Martin Luther King Jr Blv & Simon Bolivar Ave,70113.0,6,"(29.942425397194352, -90.08163060785915)",VIOLENT CRIME,AGGRAVATED BATTERY
K3174013,34,AGGRAVATED BATTERY,2B,,,,3680295,531214,2013-11-23 18:21:00,2013-11-23 18:23:00,2013-11-23 18:23:00,2013-11-23 18:48:00,RTF,REPORT TO FOLLOW,,,009XX Canal St,70112.0,8,"(29.95469081787768, -90.0718859136138)",VIOLENT CRIME,AGGRAVATED BATTERY
K3705313,34,AGGRAVATED BATTERY,2B,,,,3688620,548023,2013-11-28 00:22:00,2013-11-28 00:24:00,2013-11-28 00:28:00,2013-11-28 02:03:00,RTF,REPORT TO FOLLOW,,,028XX Hiawatha St,70126.0,3,"(30.00065499007682, -90.04500208468684)",VIOLENT CRIME,AGGRAVATED BATTERY
K3834613,34,AGGRAVATED BATTERY,2B,,,,3705015,555826,2013-11-29 06:51:00,2013-11-29 07:56:00,2013-11-29 08:07:00,2013-11-29 13:03:00,RTF,REPORT TO FOLLOW,,,048XX Eastview Dr,70126.0,7,"(30.02159320891774, -89.99292119960592)",VIOLENT CRIME,AGGRAVATED BATTERY
K3877913,34,AGGRAVATED BATTERY,2B,,,,3679312,535450,2013-11-29 15:35:00,2013-11-29 15:38:00,2013-11-29 15:40:00,2013-11-29 19:50:00,RTF,REPORT TO FOLLOW,,,019XX St Ann St,70116.0,1,"(29.966368100628394, -90.07484294203446)",VIOLENT CRIME,AGGRAVATED BATTERY
L0232913,34,AGGRAVATED BATTERY,2B,,,,3682491,543153,2013-12-02 17:25:00,2013-12-02 17:35:00,2013-12-02 17:25:00,2013-12-02 20:43:00,RTF,REPORT TO FOLLOW,,,Florida Ave & Agriculture St,70119.0,3,"(29.98745227943349, -90.0645343580694)",VIOLENT CRIME,AGGRAVATED BATTERY
L0862113,34,AGGRAVATED BATTERY,2B,,,,3683961,534904,2013-12-06 21:41:00,2013-12-06 21:43:00,2013-12-06 21:49:00,2013-12-06 22:54:00,RTF,REPORT TO FOLLOW,,,018XX Burgundy,,8,"(29.964725571078187, -90.06018065419322)",VIOLENT CRIME,AGGRAVATED BATTERY
L0959113,34,AGGRAVATED BATTERY,2B,,,,3681963,533407,2013-12-07 18:17:00,2013-12-07 18:18:00,2013-12-07 18:19:00,2013-12-08 00:46:00,RTF,REPORT TO FOLLOW,,,008XX Burgundy St,70116.0,8,"(29.960670224438317, -90.06654246133469)",VIOLENT CRIME,AGGRAVATED BATTERY
L1034513,34,AGGRAVATED BATTERY,2B,,,,3744674,597937,2013-12-08 10:40:00,2013-12-08 10:59:00,2013-12-08 11:01:00,2013-12-08 14:40:00,RTF,REPORT TO FOLLOW,,,032XX Ridgeway Blvd,70129.0,7,"(30.136044236381103, -89.86590802826794)",VIOLENT CRIME,AGGRAVATED BATTERY
L1117013,34,AGGRAVATED BATTERY,2B,,,,3681108,531232,2013-12-09 05:42:00,2013-12-09 05:42:00,2013-12-09 05:44:00,2013-12-09 09:11:00,RTF,REPORT TO FOLLOW,,,008XX Iberville St,70112.0,8,"(29.954715676553814, -90.06931814757117)",VIOLENT CRIME,AGGRAVATED BATTERY
L1479313,34,AGGRAVATED BATTERY,2B,,,,3666834,523250,2013-12-11 17:22:00,2013-12-11 17:25:00,2013-12-11 17:28:00,2013-12-11 19:23:00,RTF,REPORT TO FOLLOW,,,056XX Loyola Ave,70115.0,2,"(29.933192999320507, -90.11465817762229)",VIOLENT CRIME,AGGRAVATED BATTERY
L3849413,34,AGGRAVATED BATTERY,2B,,,,3683545,556194,2013-12-29 15:31:00,2013-12-29 15:33:00,2013-12-29 15:38:00,2013-12-29 16:43:00,RTF,REPORT TO FOLLOW,,,063XX Elysian Fields Ave,70122.0,3,"(30.023278188344154, -90.06074766073962)",VIOLENT CRIME,AGGRAVATED BATTERY
A0912812,34,AGGRAVATED BATTERY,2B,,,,3683300,532119,2012-01-07 17:19:00,2012-01-07 17:19:00,2012-01-07 17:19:00,2012-01-07 18:09:00,RTF,REPORT TO FOLLOW,,,007XX Decatur St,70116.0,8,"(29.957087953552396, -90.06236559709268)",VIOLENT CRIME,AGGRAVATED BATTERY
A1253712,34,AGGRAVATED BATTERY,2B,,,,3683068,531830,2012-01-09 21:59:00,2012-01-09 22:03:00,2012-01-09 22:05:00,2012-01-10 01:45:00,RTF,REPORT TO FOLLOW,,,006XX Decatur St,70130.0,8,"(29.956300375853115, -90.06310829672566)",VIOLENT CRIME,AGGRAVATED BATTERY
A1689412,34,AGGRAVATED BATTERY,2B,,,,3660799,527060,2012-01-12 22:07:00,2012-01-12 22:17:00,2012-01-12 22:41:00,2012-01-13 04:42:00,RTF,REPORT TO FOLLOW,,,081XX Hampson St,70118.0,2,"(29.943844407259064, -90.13358444185927)",VIOLENT CRIME,AGGRAVATED BATTERY
A2104512,34,AGGRAVATED BATTERY,1A,,,,3704885,552112,2012-01-16 07:21:00,2012-01-16 07:43:00,2012-01-16 08:00:00,2012-01-16 08:57:00,RTF,REPORT TO FOLLOW,,,079XX Old Gentilly Rd,70126.0,7,"(30.0113853166548, -89.99346918481791)",VIOLENT CRIME,AGGRAVATED BATTERY
A2358512,34,AGGRAVATED BATTERY,2B,,,,3678610,541932,2012-01-18 01:19:00,2012-01-18 01:29:00,2012-01-18 01:32:00,2012-01-18 02:38:00,RTF,REPORT TO FOLLOW,,,017XX Gentilly Blvd,70119.0,3,"(29.984212549596432, -90.07683537800335)",VIOLENT CRIME,AGGRAVATED BATTERY
A2736212,34,AGGRAVATED BATTERY,1B,,,,3675775,537818,2012-01-20 14:22:00,2012-01-20 15:42:00,2012-01-20 15:54:00,2012-01-20 18:28:00,RTF,REPORT TO FOLLOW,,,030XX Orleans Ave,70119.0,1,"(29.97298563862059, -90.08593133345157)",VIOLENT CRIME,AGGRAVATED BATTERY
A3650212,34,AGGRAVATED BATTERY,2B,,,,3692793,535530,2012-01-26 16:54:00,2012-01-26 16:57:00,2012-01-26 17:01:00,2012-01-26 19:32:00,RTF,REPORT TO FOLLOW,,,012XX Lesseps St,70117.0,5,"(29.96617406258275, -90.03226746878013)",VIOLENT CRIME,AGGRAVATED BATTERY
B0221912,34,AGGRAVATED BATTERY,2B,,,,3672543,533506,2012-02-02 11:09:00,,,2012-02-02 11:09:00,RTF,REPORT TO FOLLOW,,,030XX Perdido St,70119.0,1,"(29.961225438301454, -90.09628565631834)",VIOLENT CRIME,AGGRAVATED BATTERY
B0409712,34,AGGRAVATED BATTERY,2B,,,,3670497,542645,2012-02-03 13:56:00,2012-02-03 13:58:00,2012-02-03 14:08:00,2012-02-03 15:49:00,RTF,REPORT TO FOLLOW,,,Orleans Ave & Victory Dr,70124.0,3,"(29.98641518422348, -90.10243655919419)",VIOLENT CRIME,AGGRAVATED BATTERY
B0548812,34,AGGRAVATED BATTERY,2B,,,,3676700,518189,2012-02-04 08:35:00,2012-02-04 08:38:00,2012-02-04 08:40:00,2012-02-04 10:45:00,RTF,REPORT TO FOLLOW,,,004XX Harmony St,70115.0,6,"(29.918984676081017, -90.08368608560373)",VIOLENT CRIME,AGGRAVATED BATTERY
B0866412,34,AGGRAVATED BATTERY,2B,,,,3673424,533093,2012-02-06 13:50:00,,,2012-02-06 13:50:00,RTF,REPORT TO FOLLOW,,,027XX Perdido St,70119.0,1,"(29.96006364422672, -90.09351772242078)",VIOLENT CRIME,AGGRAVATED BATTERY
B0903212,34,AGGRAVATED BATTERY,2B,,,,3682197,538501,2012-02-06 18:41:00,2012-02-06 18:46:00,2012-02-06 18:50:00,2012-02-06 23:22:00,RTF,REPORT TO FOLLOW,,,017XX New Orleans St,70116.0,5,"(29.974669854622658, -90.06562556919604)",VIOLENT CRIME,AGGRAVATED BATTERY
B2870612,34,AGGRAVATED BATTERY,2B,,,,3677984,527311,2012-02-19 21:24:00,2012-02-19 21:26:00,2012-02-19 21:29:00,2012-02-19 23:29:00,RTF,REPORT TO FOLLOW,,,012XX S Saratoga St,70113.0,6,"(29.944028624404197, -90.07931803989207)",VIOLENT CRIME,AGGRAVATED BATTERY
B3496212,34,AGGRAVATED BATTERY,2B,,,,3676692,537003,2012-02-23 19:16:00,2012-02-23 19:20:00,2012-02-23 19:22:00,2012-02-23 20:51:00,RTF,REPORT TO FOLLOW,,,027XX Orleans Ave,70119.0,1,"(29.97071718581662, -90.08306335300652)",VIOLENT CRIME,AGGRAVATED BATTERY
B3641412,34,AGGRAVATED BATTERY,2B,,,,3679281,545188,2012-02-24 22:56:00,2012-02-24 22:58:00,2012-02-24 23:03:00,2012-02-25 01:38:00,RTF,REPORT TO FOLLOW,,,034XX Hamburg St,70122.0,3,"(29.993145159652634, -90.07460301730522)",VIOLENT CRIME,AGGRAVATED BATTERY
B3684512,34,AGGRAVATED BATTERY,2B,,,,3674179,533624,2012-02-25 09:13:00,,,2012-02-25 09:13:00,RTF,REPORT TO FOLLOW,,,005XX S Broad St,70119.0,1,"(29.96150123215833, -90.09111541336759)",VIOLENT CRIME,AGGRAVATED BATTERY
B3842912,34,AGGRAVATED BATTERY,2B,,,,3682308,534658,2012-02-26 15:26:00,2012-02-26 15:43:00,2012-02-26 16:00:00,2012-02-26 18:41:00,RTF,REPORT TO FOLLOW,,,011XX N Rampart St,70116.0,1,"(29.964099553898834, -90.06540930703487)",VIOLENT CRIME,AGGRAVATED BATTERY
B4087512,34,AGGRAVATED BATTERY,2B,,,,3690708,553670,2012-02-28 09:16:00,2012-02-28 09:22:00,2012-02-28 09:36:00,2012-02-28 13:00:00,RTF,REPORT TO FOLLOW,,,055XX Piety Dr,70126.0,3,"(30.01611744285193, -90.0382043363984)",VIOLENT CRIME,AGGRAVATED BATTERY
C0633812,34,AGGRAVATED BATTERY,2B,,,,3690825,551250,2012-03-05 01:42:00,2012-03-05 01:44:00,2012-03-05 01:47:00,2012-03-05 04:44:00,RTF,REPORT TO FOLLOW,,,048XX Louisa Dr,70126.0,3,"(30.009459702298408, -90.03792111136626)",VIOLENT CRIME,AGGRAVATED BATTERY
C0994812,34,AGGRAVATED BATTERY,2B,,,,3719705,573735,2012-03-07 10:09:00,2012-03-07 10:09:00,2012-03-07 10:16:00,2012-03-07 14:53:00,RTF,REPORT TO FOLLOW,,,078XX Buffalo Rd,70128.0,7,"(30.07035491356839, -89.94582010242644)",VIOLENT CRIME,AGGRAVATED BATTERY
C2347812,34,AGGRAVATED BATTERY,2B,,,,3681869,532124,2012-03-15 22:48:00,2012-03-15 22:53:00,2012-03-15 22:53:00,2012-03-16 01:20:00,RTF,REPORT TO FOLLOW,,,005XX Bourbon St,70112.0,8,"(29.957145268735665, -90.0668840737316)",VIOLENT CRIME,AGGRAVATED BATTERY
C2417612,34,AGGRAVATED BATTERY,2B,,,,3683003,529459,2012-03-16 11:52:00,,,2012-03-16 11:52:00,RTF,REPORT TO FOLLOW,,,X Canal St,70130.0,8,"(29.949782911717563, -90.0633965213028)",VIOLENT CRIME,AGGRAVATED BATTERY
C2860012,34,AGGRAVATED BATTERY,2B,,,,3674962,533838,2012-03-19 03:24:00,2012-03-19 03:39:00,2012-03-19 03:39:00,2012-03-19 05:53:00,RTF,REPORT TO FOLLOW,,,026XX Banks St,70119.0,1,"(29.962066296265586, -90.0886354885873)",VIOLENT CRIME,AGGRAVATED BATTERY
C3472312,34,AGGRAVATED BATTERY,2B,,,,3681360,531504,2012-03-23 02:20:00,2012-03-23 02:25:00,2012-03-23 02:28:00,2012-03-23 02:56:00,RTF,REPORT TO FOLLOW,,,008XX Bienville St,70112.0,8,"(29.95545593821451, -90.06851294852419)",VIOLENT CRIME,AGGRAVATED BATTERY
C4116912,34,AGGRAVATED BATTERY,2B,,,,3688611,542182,2012-03-26 23:57:00,2012-03-27 00:01:00,2012-03-27 00:05:00,2012-03-27 06:46:00,RTF,REPORT TO FOLLOW,,,026XX Almonaster Ave,70117.0,5,"(29.98459462053514, -90.04523794540947)",VIOLENT CRIME,AGGRAVATED BATTERY
C4267112,34,AGGRAVATED BATTERY,1B,,,,3683340,538394,2012-03-27 22:05:00,2012-03-27 23:43:00,2012-03-28 01:59:00,2012-03-28 03:52:00,RTF,REPORT TO FOLLOW,,,N Derbigny St & Saint Anthony St,70116.0,5,"(29.974340821185866, -90.06201944711478)",VIOLENT CRIME,AGGRAVATED BATTERY
D2057512,34,AGGRAVATED BATTERY,2B,,,,3672499,526195,2012-04-14 03:32:00,2012-04-14 03:32:00,2012-04-14 03:32:00,2012-04-14 06:47:00,RTF,REPORT TO FOLLOW,,,033XX S Claiborne Ave,70115.0,6,"(29.94112390701945, -90.09667376779065)",VIOLENT CRIME,AGGRAVATED BATTERY
D2634812,34,AGGRAVATED BATTERY,2B,,,,3673347,533091,2012-04-18 00:34:00,,,2012-04-18 00:34:00,RTF,REPORT TO FOLLOW,,,027XX Perdido St,70119.0,1,"(29.96006043555417, -90.09376094057278)",VIOLENT CRIME,AGGRAVATED BATTERY
D2942012,34,AGGRAVATED BATTERY,2B,,,,3691918,534416,2012-04-19 20:47:00,2012-04-19 20:50:00,2012-04-19 20:52:00,2012-04-20 01:04:00,RTF,REPORT TO FOLLOW,,,041XX Burgundy St,70117.0,5,"(29.96313824389058, -90.03507054810541)",VIOLENT CRIME,AGGRAVATED BATTERY
D3005312,34,AGGRAVATED BATTERY,2A,,,,3671197,538491,2012-04-20 09:08:00,2012-04-20 09:12:00,2012-04-20 09:18:00,2012-04-20 10:33:00,RTF,REPORT TO FOLLOW,,,001XX N Carrollton Ave,70119.0,3,"(29.974972403726007, -90.1003667067413)",VIOLENT CRIME,AGGRAVATED BATTERY
D3525612,34,AGGRAVATED BATTERY,1A,,,,3680697,521756,2012-04-23 18:26:00,2012-04-23 19:20:00,2012-04-23 19:57:00,2012-04-23 21:03:00,RTF,REPORT TO FOLLOW,,,007XX Saint Mary St,70130.0,6,"(29.928672294452916, -90.07094557667963)",VIOLENT CRIME,AGGRAVATED BATTERY
D4194912,34,AGGRAVATED BATTERY,2B,,,,3689104,548377,2012-04-27 17:23:00,2012-04-27 17:26:00,2012-04-27 17:49:00,2012-04-27 21:56:00,RTF,REPORT TO FOLLOW,,,Iroquois St & Pocahontas St,70126.0,3,"(30.00161338917148, -90.04346051090663)",VIOLENT CRIME,AGGRAVATED BATTERY
E0803412,34,AGGRAVATED BATTERY,1A,,,,3695804,558548,2012-05-05 20:41:00,2012-05-05 21:30:00,2012-05-05 21:37:00,2012-05-06 03:00:00,RTF,REPORT TO FOLLOW,,,061XX Erin Dr,70126.0,7,"(30.029370732567, -90.02192691276716)",VIOLENT CRIME,AGGRAVATED BATTERY
E1264512,34,AGGRAVATED BATTERY,2B,,,,3665887,530684,2012-05-08 19:10:00,2012-05-08 19:13:00,2012-05-08 19:17:00,2012-05-08 20:54:00,RTF,REPORT TO FOLLOW,,,077XX S Claiborne Ave,70125.0,2,"(29.953661768206068, -90.11739876303093)",VIOLENT CRIME,AGGRAVATED BATTERY
E1562312,34,AGGRAVATED BATTERY,2B,,,,3729435,561060,2012-05-10 16:37:00,2012-05-10 16:41:00,2012-05-10 16:47:00,2012-05-11 00:14:00,RTF,REPORT TO FOLLOW,,,142XX Chef Menteur Hwy,70129.0,7,"(30.035176470011415, -89.91555714309573)",VIOLENT CRIME,AGGRAVATED BATTERY
E2027712,34,AGGRAVATED BATTERY,2B,,,,3682279,536761,2012-05-13 18:04:00,2012-05-13 18:06:00,2012-05-13 18:15:00,2012-05-13 22:03:00,RTF,REPORT TO FOLLOW,,,Columbus St & N Villere St,70116.0,1,"(29.969882962381877, -90.06542740083229)",VIOLENT CRIME,AGGRAVATED BATTERY
E2301612,34,AGGRAVATED BATTERY,2B,,,,3670129,523987,2012-05-15 11:33:00,2012-05-15 11:35:00,2012-05-15 11:39:00,2012-05-15 20:51:00,RTF,REPORT TO FOLLOW,,,045XX Freret St,70115.0,2,"(29.935122740168325, -90.10423109334448)",VIOLENT CRIME,AGGRAVATED BATTERY
E3100912,34,AGGRAVATED BATTERY,2B,,,,3679519,537174,2012-05-20 02:32:00,2012-05-20 02:33:00,2012-05-20 02:35:00,2012-05-20 06:45:00,RTF,REPORT TO FOLLOW,,,012XX N Galvez St,70116.0,1,"(29.971102257041156, -90.074129409411)",VIOLENT CRIME,AGGRAVATED BATTERY
E3877912,34,AGGRAVATED BATTERY,2B,,,,3684205,541063,2012-05-25 00:47:00,2012-05-25 00:47:00,2012-05-25 00:48:00,2012-05-25 06:33:00,RTF,REPORT TO FOLLOW,,,Frenchmen St & N Rocheblave St,70119.0,5,"(29.98165321919144, -90.05919384535399)",VIOLENT CRIME,AGGRAVATED BATTERY
E4071012,34,AGGRAVATED BATTERY,1B,,,,3688756,543292,2012-05-26 08:16:00,2012-05-26 08:30:00,2012-05-26 08:55:00,2012-05-26 13:01:00,RTF,REPORT TO FOLLOW,,,029XX Peoples Ave,70122.0,3,"(29.987642241117705, -90.04474052754733)",VIOLENT CRIME,AGGRAVATED BATTERY
E4429612,34,AGGRAVATED BATTERY,2B,,,,3690581,540013,2012-05-28 19:12:00,2012-05-28 19:15:00,2012-05-28 19:23:00,2012-05-28 22:41:00,RTF,REPORT TO FOLLOW,,,022XX Louisa St,70117.0,5,"(29.97856960489857, -90.03909298397906)",VIOLENT CRIME,AGGRAVATED BATTERY
F1992312,34,AGGRAVATED BATTERY,2B,,,,3704945,553747,2012-06-13 18:33:00,2012-06-13 18:39:00,2012-06-13 18:41:00,2012-06-13 20:13:00,RTF,REPORT TO FOLLOW,,,045XX Werner Dr,70126.0,7,"(30.01587901117865, -89.9932192074329)",VIOLENT CRIME,AGGRAVATED BATTERY
F2037512,34,AGGRAVATED BATTERY,2B,,,,3700893,556936,2012-06-13 23:56:00,2012-06-14 00:14:00,2012-06-14 00:26:00,2012-06-14 04:27:00,RTF,REPORT TO FOLLOW,,,068XX Farwood Rd,70126.0,7,"(30.024777224527416, -90.00590489867226)",VIOLENT CRIME,AGGRAVATED BATTERY
F2335812,34,AGGRAVATED BATTERY,2B,,,,3682301,536756,2012-06-15 23:09:00,2012-06-15 23:11:00,2012-06-15 23:15:00,2012-06-16 00:50:00,RTF,REPORT TO FOLLOW,,,015XX N Villere St,70116.0,1,"(29.969868544723784, -90.06535809753903)",VIOLENT CRIME,AGGRAVATED BATTERY
F3036712,34,AGGRAVATED BATTERY,2B,,,,37369000,3513814,2012-06-20 13:49:00,2012-06-20 13:49:00,,2012-06-20 14:58:00,RTF,REPORT TO FOLLOW,,,004XX Bourbon,,0,"(9.235500542976004E-7, -0.000002292984766499941)",VIOLENT CRIME,AGGRAVATED BATTERY
F3275012,34,AGGRAVATED BATTERY,2B,,,,3711553,559446,2012-06-21 21:02:00,2012-06-21 23:02:00,2012-06-21 23:46:00,2012-06-22 01:52:00,RTF,REPORT TO FOLLOW,,,056XX Read Blvd,70127.0,7,"(30.03133486341538, -89.97212719757087)",VIOLENT CRIME,AGGRAVATED BATTERY
F4266012,34,AGGRAVATED BATTERY,2B,,,,3674467,538173,2012-06-27 23:56:00,2012-06-27 23:59:00,2012-06-28 00:09:00,2012-06-28 02:00:00,RTF,REPORT TO FOLLOW,,,006XX Hagan Ave,70119.0,1,"(29.97400085630595, -90.09005009127415)",VIOLENT CRIME,AGGRAVATED BATTERY
G0012412,34,AGGRAVATED BATTERY,2B,,,,3682592,543305,2012-07-01 01:56:00,2012-07-01 01:56:00,2012-07-01 01:56:00,2012-07-01 05:49:00,RTF,REPORT TO FOLLOW,,,029XX Annette St,70122.0,3,"(29.987867150270326, -90.06421001689776)",VIOLENT CRIME,AGGRAVATED BATTERY
G1322312,34,AGGRAVATED BATTERY,2B,,,,3695877,560388,2012-07-09 14:31:00,2012-07-09 14:46:00,2012-07-09 15:06:00,2012-07-09 17:01:00,RTF,REPORT TO FOLLOW,,,063XX Hayne Blvd,70126.0,7,"(30.034427730231172, -90.02162967554675)",VIOLENT CRIME,AGGRAVATED BATTERY
G2297812,34,AGGRAVATED BATTERY,2B,,,,3676449,537545,2012-07-15 21:04:00,2012-07-15 21:08:00,2012-07-15 21:13:00,2012-07-15 22:42:00,RTF,REPORT TO FOLLOW,,,028XX Saint Ann St,70119.0,1,"(29.972214789319217, -90.08381211134349)",VIOLENT CRIME,AGGRAVATED BATTERY
G3029512,34,AGGRAVATED BATTERY,2B,,,,3701367,552224,2012-07-20 17:19:00,2012-07-20 17:21:00,2012-07-20 17:24:00,2012-07-20 18:12:00,RTF,REPORT TO FOLLOW,,,072XX Chef Menteur Hwy,70126.0,7,"(30.011805916677513, -90.00457980669556)",VIOLENT CRIME,AGGRAVATED BATTERY
G3735312,34,AGGRAVATED BATTERY,2B,,,,3681728,559519,2012-07-25 12:46:00,2012-07-25 12:48:00,2012-07-25 12:58:00,2012-07-25 17:30:00,RTF,REPORT TO FOLLOW,,,020XX Lakeshore Dr,70122.0,3,"(30.032476072667592, -90.06637281914655)",VIOLENT CRIME,AGGRAVATED BATTERY
G3868712,34,AGGRAVATED BATTERY,2D,,,,3724496,560880,2012-07-26 11:00:00,2012-07-26 11:06:00,2012-07-26 11:13:00,2012-07-26 14:09:00,RTF,REPORT TO FOLLOW,,,131XX Deauville Ct,70129.0,7,"(30.0348486519296, -89.93117192310002)",VIOLENT CRIME,AGGRAVATED BATTERY
G4306812,34,AGGRAVATED BATTERY,2B,,,,3706501,561921,2012-07-29 08:00:00,2012-07-29 08:06:00,2012-07-29 08:13:00,2012-07-29 13:26:00,RTF,REPORT TO FOLLOW,,,072XX Bundy Rd,70127.0,7,"(30.03830419099615, -89.98799976245905)",VIOLENT CRIME,AGGRAVATED BATTERY
G4490412,34,AGGRAVATED BATTERY,2B,,,,3712012,568675,2012-07-30 13:01:00,2012-07-30 13:04:00,2012-07-30 13:04:00,2012-07-30 16:55:00,RTF,REPORT TO FOLLOW,,,119XX Hayne Blvd,70128.0,7,"(30.05669589441495, -89.97032984210375)",VIOLENT CRIME,AGGRAVATED BATTERY
G4583312,34,AGGRAVATED BATTERY,2B,,,,3681197,541209,2012-07-31 00:31:00,2012-07-31 00:34:00,2012-07-31 00:38:00,2012-07-31 03:35:00,RTF,REPORT TO FOLLOW,,,025XX George Nick Connor Dr,70119.0,5,"(29.98214629576056, -90.06868942119964)",VIOLENT CRIME,AGGRAVATED BATTERY
H0718712,34,AGGRAVATED BATTERY,2B,,,,3686616,535009,2012-08-05 16:17:00,2012-08-05 16:52:00,2012-08-05 17:24:00,2012-08-05 23:52:00,RTF,REPORT TO FOLLOW,,,025XX Royal St,70117.0,8,"(29.964932902873326, -90.05179265526527)",VIOLENT CRIME,AGGRAVATED BATTERY
H0897012,34,AGGRAVATED BATTERY,2B,,,,3682524,555709,2012-08-06 18:53:00,2012-08-06 18:56:00,2012-08-06 18:58:00,2012-08-06 21:12:00,RTF,REPORT TO FOLLOW,,,062XX Curie St,70122.0,3,"(30.021975756190017, -90.06399077580673)",VIOLENT CRIME,AGGRAVATED BATTERY
H2303612,34,AGGRAVATED BATTERY,2B,,,,3676434,545975,2012-08-15 10:22:00,2012-08-15 10:34:00,2012-08-15 10:57:00,2012-08-15 12:29:00,RTF,REPORT TO FOLLOW,,,011XX Milton St,70122.0,3,"(29.99539482169232, -90.08356910371893)",VIOLENT CRIME,AGGRAVATED BATTERY
H2865612,34,AGGRAVATED BATTERY,2B,,,,3673688,527572,2012-08-18 20:07:00,2012-08-18 20:09:00,2012-08-18 20:17:00,2012-08-19 00:12:00,RTF,REPORT TO FOLLOW,,,031XX 2nd St,70125.0,6,"(29.94487486711272, -90.09287280389421)",VIOLENT CRIME,AGGRAVATED BATTERY
H2907112,34,AGGRAVATED BATTERY,2B,,,,3696865,522580,2012-08-19 01:45:00,2012-08-19 01:50:00,2012-08-19 01:54:00,2012-08-19 04:05:00,RTF,REPORT TO FOLLOW,,,022XX Westbend Pkwy,70114.0,4,"(29.930438326157457, -90.01987703323988)",VIOLENT CRIME,AGGRAVATED BATTERY
H4061812,34,AGGRAVATED BATTERY,2B,,,,3669303,536276,2012-08-26 07:16:00,2012-08-26 07:18:00,2012-08-26 07:47:00,2012-08-26 10:31:00,RTF,REPORT TO FOLLOW,,,S Carrollton Ave & Tulane Ave,70119.0,1,"(29.96893779924352, -90.1064233667741)",VIOLENT CRIME,AGGRAVATED BATTERY
H4319312,34,AGGRAVATED BATTERY,2B,,,,3687839,526819,2012-08-28 09:16:00,2012-08-28 09:19:00,2012-08-28 09:20:00,2012-08-28 13:24:00,RTF,REPORT TO FOLLOW,,,008XX Lamarque St,70114.0,4,"(29.942375550523455, -90.04822057750474)",VIOLENT CRIME,AGGRAVATED BATTERY
I1602812,34,AGGRAVATED BATTERY,2B,,,,3673497,534211,2012-09-10 16:59:00,2012-09-10 16:59:00,2012-09-10 16:59:00,2012-09-10 17:49:00,RTF,REPORT TO FOLLOW,,,029XX Tulane Ave,70119.0,1,"(29.963135597835223, -90.09324899600004)",VIOLENT CRIME,AGGRAVATED BATTERY
I1620812,34,AGGRAVATED BATTERY,2B,,,,3703706,552505,2012-09-10 19:12:00,2012-09-10 19:14:00,2012-09-10 19:25:00,2012-09-10 23:20:00,RTF,REPORT TO FOLLOW,,,077XX Chef Menteur Hwy,70126.0,7,"(30.01250377165819, -89.99717962119176)",VIOLENT CRIME,AGGRAVATED BATTERY
I1798312,34,AGGRAVATED BATTERY,2B,,,,3677131,528266,2012-09-12 00:06:00,2012-09-12 00:09:00,2012-09-12 00:10:00,2012-09-12 03:16:00,RTF,REPORT TO FOLLOW,,,024XX Earhart Blvd,70113.0,6,"(29.94668019909315, -90.08197827040021)",VIOLENT CRIME,AGGRAVATED BATTERY
I1850312,34,AGGRAVATED BATTERY,1B,,,,3708772,565021,2012-09-12 11:21:00,2012-09-12 11:34:00,2012-09-12 11:38:00,2012-09-12 14:55:00,RTF,REPORT TO FOLLOW,,,102XX Curran Blvd,70127.0,7,"(30.046754442291945, -89.98070722594836)",VIOLENT CRIME,AGGRAVATED BATTERY
I2246612,34,AGGRAVATED BATTERY,2B,,,,3684842,539236,2012-09-15 01:31:00,2012-09-15 01:35:00,2012-09-15 01:50:00,2012-09-15 06:33:00,RTF,REPORT TO FOLLOW,,,022XX N Prieur St,70117.0,5,"(29.97661011897035, -90.05724616929884)",VIOLENT CRIME,AGGRAVATED BATTERY
I2591112,34,AGGRAVATED BATTERY,2B,,,,3703529,561332,2012-09-17 17:20:00,2012-09-17 17:24:00,2012-09-17 17:26:00,2012-09-18 02:21:00,RTF,REPORT TO FOLLOW,,,074XX Crowder Blvd,70126.0,7,"(30.03678028330417, -89.99741369222038)",VIOLENT CRIME,AGGRAVATED BATTERY
