NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Date,latitude,longitude,Beat_New
G2271814,65,SIMPLE ROBBERY,1B,,ARMED ROBBERY WITH GUN,2A,3683187,540236,07/18/2014 03:48:41 AM,07/18/2014 03:49:30 AM,07/18/2014 03:56:26 AM,07/18/2014 06:00:34 AM,RTF,REPORT TO FOLLOW,N,5K02,N Miro St & St Anthony St,70119,5,"(29.97941292, -90.06243735)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-18,29.97941292,-90.06243735,5K02
G2407714,65,SIMPLE ROBBERY,1A,65,SIMPLE ROBBERY,2A,3673550,532611,07/19/2014 04:44:48 AM,07/19/2014 04:45:52 AM,07/19/2014 04:51:32 AM,07/19/2014 06:30:03 AM,RTF,REPORT TO FOLLOW,N,1G02,S Broad Ave & Poydras St,70119,1,"(29.95873636, -90.09313546)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-19,29.95873636,-90.09313546,1G02
G2658614,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3685844,534745,07/21/2014 03:41:22 AM,07/21/2014 03:42:39 AM,07/21/2014 03:59:12 AM,07/21/2014 05:37:36 AM,RTF,REPORT TO FOLLOW,N,8F04,006XX Mandeville St,70117,8,"(29.96423314, -90.05423974)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-21,29.96423314,-90.05423974,5B01
G3367714,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3681847,531481,07/26/2014 10:43:54 AM,07/26/2014 10:48:07 AM,07/26/2014 10:54:06 AM,07/26/2014 12:47:15 PM,RTF,REPORT TO FOLLOW,N,8C02,003XX Royal St,70130,8,"(29.95538039, -90.06697312)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-26,29.95538039,-90.06697312,8C02
G3402314,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3681879,531499,07/26/2014 05:04:02 PM,07/26/2014 05:04:02 PM,07/26/2014 05:07:34 PM,07/26/2014 10:10:21 PM,RTF,REPORT TO FOLLOW,N,8C02,003XX Royal St,70130,8,"(29.95542795, -90.06687158)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-26,29.95542795,-90.06687158,8C02
G3440714,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3679208,540957,07/26/2014 10:40:23 PM,07/26/2014 10:44:00 PM,07/26/2014 10:49:48 PM,07/27/2014 01:59:32 AM,RTF,REPORT TO FOLLOW,N,1C03,027XX D'Abadie St,70119,1,"(29.98151386, -90.07497909)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-26,29.98151386,-90.07497909,1C03
G3557414,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3686738,537225,07/27/2014 09:44:50 PM,07/27/2014 09:45:23 PM,07/27/2014 09:49:39 PM,07/27/2014 10:37:39 PM,RTF,REPORT TO FOLLOW,N,5B03,013XX Music St,70117,5,"(29.97102472, -90.05132702)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-27,29.97102472,-90.05132702,5B03
G3564314,65,SIMPLE ROBBERY,1B,67,THEFT,1A,3680761,540351,07/27/2014 11:10:16 PM,07/28/2014 12:45:35 AM,07/28/2014 01:29:08 AM,07/28/2014 05:40:53 AM,RTF,REPORT TO FOLLOW,N,1C02,023XX Aubry St,70119,1,"(29.97980114, -90.07009365)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-27,29.97980114,-90.07009365,1C02
G3658714,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3686381,538271,07/28/2014 05:46:03 PM,,07/28/2014 05:46:03 PM,07/28/2014 08:17:45 PM,RTF,REPORT TO FOLLOW,Y,5G02,St Roch Ave & N Claiborne Ave,70117,5,"(29.97390987, -90.05241918)",VIOLENT CRIME,SIMPLE ROBBERY,2014-07-28,29.97390987,-90.05241918,5G02
H0059414,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3685805,536005,08/01/2014 12:35:20 PM,08/01/2014 12:36:16 PM,,08/01/2014 02:47:47 PM,RTF,REPORT TO FOLLOW,N,8F04,Mandeville St & N Rampart St,70117,8,"(29.96769905, -90.05431785)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-01,29.96769905,-90.05431785,5B01
H0300214,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3669667,539298,08/03/2014 06:03:00 AM,08/03/2014 12:27:35 PM,08/03/2014 12:48:20 PM,08/03/2014 02:15:33 PM,RTF,REPORT TO FOLLOW,N,3D02,001XX S Murat St,70119,3,"(29.97723771, -90.10517094)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-03,29.97723771,-90.10517094,3D02
H0486514,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3695843,533841,08/04/2014 05:52:48 PM,08/04/2014 05:57:21 PM,08/04/2014 06:15:04 PM,08/04/2014 11:53:22 PM,RTF,REPORT TO FOLLOW,N,5E01,N Rampart St & Reynes St,70117,5,"(29.96143661, -90.02269402)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-04,29.96143661,-90.02269402,5E01
H0660814,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3677220,534706,08/05/2014 10:28:16 PM,08/05/2014 11:57:39 PM,08/06/2014 12:08:01 AM,08/06/2014 03:22:05 AM,RTF,REPORT TO FOLLOW,N,1I03,003XX N Miro St,70119,1,"(29.96438728, -90.08147194)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-05,29.96438728,-90.08147194,1I03
H2973814,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,2A,3686296,537911,08/23/2014 03:11:14 PM,08/23/2014 04:05:09 PM,08/23/2014 04:14:44 PM,08/23/2014 06:07:14 PM,RTF,REPORT TO FOLLOW,N,5B03,015XX Saint Roch Ave,70117,5,"(29.97292447, -90.05270065)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-23,29.97292447,-90.05270065,5B03
H3531914,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3682577,527714,08/27/2014 07:51:42 PM,08/27/2014 07:59:39 PM,08/27/2014 08:05:36 PM,08/27/2014 10:01:34 PM,RTF,REPORT TO FOLLOW,N,8A02,002XX Notre Dame St,70130,8,"(29.94500006, -90.06480057)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-27,29.94500006,-90.06480057,8A02
H3939114,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3682428,531666,08/30/2014 08:31:33 PM,08/30/2014 08:39:50 PM,,08/30/2014 09:17:49 PM,RTF,REPORT TO FOLLOW,N,8C03,005XX Chartres St,70130,8,"(29.95587049, -90.06513237)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-30,29.95587049,-90.06513237,8C03
H3972814,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,2A,3685156,535194,08/31/2014 03:12:07 AM,08/31/2014 03:13:11 AM,08/31/2014 03:16:01 AM,08/31/2014 08:57:16 AM,RTF,REPORT TO FOLLOW,N,8F04,022XX Dauphine St,70117,8,"(29.96548687, -90.05639507)",VIOLENT CRIME,SIMPLE ROBBERY,2014-08-31,29.96548687,-90.05639507,5B01
I0309314,65,SIMPLE ROBBERY,1B,67,THEFT,2A,3680750,543410,09/03/2014 12:30:36 PM,09/03/2014 12:38:54 PM,09/03/2014 12:51:10 PM,09/03/2014 07:06:23 PM,RTF,REPORT TO FOLLOW,N,3X03,017XX Abundance St,70119,3,"(29.98821420, -90.07002173)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-03,29.9882142,-90.07002173,3X03
I0328014,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3677534,537181,09/03/2014 02:45:42 PM,09/03/2014 03:11:38 PM,09/03/2014 03:19:14 PM,09/03/2014 04:50:57 PM,RTF,REPORT TO FOLLOW,N,1J03,026XX Dumaine St,70119,1,"(29.97118367, -90.08039743)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-03,29.97118367,-90.08039743,1J03
I1261714,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,1A,3699319,532889,09/10/2014 05:56:47 PM,09/10/2014 06:18:53 PM,09/10/2014 06:23:36 PM,09/10/2014 08:18:53 PM,RTF,REPORT TO FOLLOW,N,5E04,N Rampart St & Tupelo St,70117,5,"(29.95870944, -90.01175183)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-10,29.95870944,-90.01175183,5E04
I1509214,65,SIMPLE ROBBERY,1B,,ARMED ROBBERY WITH GUN,2A,3695377,534529,09/12/2014 01:33:14 PM,09/12/2014 01:33:42 PM,09/12/2014 01:36:27 PM,09/12/2014 05:32:57 PM,RTF,REPORT TO FOLLOW,N,5E02,011XX Deslonde St,70117,5,"(29.96334292, -90.02414206)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-12,29.96334292,-90.02414206,5E02
I2087914,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3680454,541803,09/16/2014 10:38:42 PM,09/16/2014 10:43:13 PM,09/16/2014 10:38:42 PM,09/17/2014 02:31:33 AM,RTF,REPORT TO FOLLOW,Y,5K04,019XX N Broad St,70119,5,"(29.98380331, -90.07101521)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-16,29.98380331,-90.07101521,5K04
I2389314,65,SIMPLE ROBBERY,1B,64,ARMED ROBBERY,1A,3676937,534091,09/19/2014 06:23:18 AM,09/19/2014 06:25:42 AM,09/19/2014 06:32:23 AM,09/19/2014 11:39:06 AM,RTF,REPORT TO FOLLOW,N,1I03,022XX Canal St,70119,1,"(29.96270513, -90.08238760)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-19,29.96270513,-90.0823876,1I03
I3552114,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,2A,3689336,534615,09/28/2014 06:02:08 AM,09/28/2014 06:04:29 AM,09/28/2014 06:13:26 AM,09/28/2014 10:10:50 AM,RTF,REPORT TO FOLLOW,N,5C04,032XX Dauphine St,70117,5,"(29.96376794, -90.04321695)",VIOLENT CRIME,SIMPLE ROBBERY,2014-09-28,29.96376794,-90.04321695,5C04
J0309714,65,SIMPLE ROBBERY,1B,,FIGHT,2B,3681740,531697,10/03/2014 06:30:28 AM,10/03/2014 06:31:10 AM,10/03/2014 06:31:24 AM,10/03/2014 10:43:24 AM,RTF,REPORT TO FOLLOW,N,8D05,007XX Blk Conti St,70130,8,"(29.95597526, -90.06730507)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-03,29.95597526,-90.06730507,8D05
J0446114,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3681148,530815,10/04/2014 06:56:50 AM,10/04/2014 07:14:13 AM,10/04/2014 07:14:21 AM,10/04/2014 08:41:28 AM,RTF,REPORT TO FOLLOW,N,8D01,007XX Canal St,70130,8,"(29.95357038, -90.06920348)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-04,29.95357038,-90.06920348,8D01
J0536114,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3691814,535373,10/04/2014 09:39:26 PM,10/04/2014 09:40:23 PM,,10/04/2014 10:51:05 PM,RTF,REPORT TO FOLLOW,N,5D02,Bartholomew St & St Claude Ave,70117,5,"(29.96577389, -90.03536458)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-04,29.96577389,-90.03536458,5D02
J0709714,65,SIMPLE ROBBERY,1B,,SIMPLE BATTERY DOMESTIC,2B,3685907,538196,10/06/2014 10:24:59 AM,10/06/2014 10:29:19 AM,10/06/2014 11:58:02 AM,10/06/2014 02:40:28 PM,RTF,REPORT TO FOLLOW,N,5B03,023XX N Claiborne Ave,70117,5,"(29.97371949, -90.05391678)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-06,29.97371949,-90.05391678,5B03
J1510714,65,SIMPLE ROBBERY,1B,,AUTO THEFT,1B,3686123,536468,10/12/2014 03:15:25 PM,10/12/2014 03:50:49 PM,10/12/2014 03:58:18 PM,10/12/2014 07:53:36 PM,RTF,REPORT TO FOLLOW,N,5B02,Saint Claude Ave & Spain St,70117,5,"(29.96896016, -90.05329634)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-12,29.96896016,-90.05329634,5B02
J2118614,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1A,3681086,520595,10/17/2014 07:36:36 AM,10/17/2014 08:13:49 AM,10/17/2014 08:27:39 AM,10/17/2014 09:47:47 AM,RTF,REPORT TO FOLLOW,N,6B07,019XX Tchoupitoulas St,70130,6,"(29.92547034, -90.06975701)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-17,29.92547034,-90.06975701,6B07
J2407814,65,SIMPLE ROBBERY,1A,35,SIMPLE BATTERY,2A,3681644,529723,10/19/2014 02:11:58 PM,10/19/2014 02:16:17 PM,10/19/2014 02:21:01 PM,10/19/2014 04:20:55 PM,RTF,REPORT TO FOLLOW,N,8G04,Magazine St & Gravier St,70130,8,"(29.95055097, -90.06767686)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-19,29.95055097,-90.06767686,8G04
J2685214,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3679969,526676,10/21/2014 07:24:10 PM,10/21/2014 07:48:40 PM,10/21/2014 07:52:44 PM,10/21/2014 09:35:25 PM,RTF,REPORT TO FOLLOW,N,6E04,St Charles Ave & Calliope St,70130,6,"(29.94222279, -90.07307152)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-21,29.94222279,-90.07307152,6E04
J2881814,65,SIMPLE ROBBERY,1B,,DOMESTIC DISTURBANCE,1A,3693421,537384,10/23/2014 09:00:37 AM,10/23/2014 03:21:05 PM,10/23/2014 03:25:21 PM,10/23/2014 06:47:05 PM,RTF,REPORT TO FOLLOW,N,5H01,043XX N Derbigny St,70117,5,"(29.97125326, -90.03021657)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-23,29.97125326,-90.03021657,5H01
J3375914,65,SIMPLE ROBBERY,1B,,"SIMPLE ROBBERY, PROPERTY SNATCHING",1A,3695028,534452,10/27/2014 07:29:16 AM,10/27/2014 07:42:43 AM,10/27/2014 08:03:47 AM,10/27/2014 10:52:21 AM,RTF,REPORT TO FOLLOW,N,5E01,048XX Saint Claude Ave,70117,5,"(29.96314236, -90.02524588)",VIOLENT CRIME,SIMPLE ROBBERY,2014-10-27,29.96314236,-90.02524588,5E01
K0103314,65,SIMPLE ROBBERY,1B,67,THEFT,1E,3681648,531813,11/01/2014 03:33:22 PM,11/01/2014 05:31:16 PM,11/01/2014 05:46:53 PM,11/01/2014 10:20:46 PM,RTF,REPORT TO FOLLOW,N,8D05,004XX Bourbon St,70130,8,"(29.95629873, -90.06758970)",VIOLENT CRIME,SIMPLE ROBBERY,2014-11-01,29.95629873,-90.0675897,8D05
K0378314,65,SIMPLE ROBBERY,1B,,SIMPLE BATTERY DOMESTIC,2B,3685262,539493,11/03/2014 06:51:55 PM,11/03/2014 07:13:46 PM,11/03/2014 06:53:04 PM,11/03/2014 11:07:43 PM,RTF,REPORT TO FOLLOW,N,5G01,019XX Marigny St,70117,5,"(29.97730597, -90.05590822)",VIOLENT CRIME,SIMPLE ROBBERY,2014-11-03,29.97730597,-90.05590822,5G01
K3079414,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3669074,540065,11/25/2014 04:13:39 PM,11/25/2014 04:16:18 PM,11/25/2014 04:22:43 PM,11/25/2014 07:52:58 PM,RTF,REPORT TO FOLLOW,N,3H01,047XX Canal St,70119,3,"(29.97936493, -90.10701633)",VIOLENT CRIME,SIMPLE ROBBERY,2014-11-25,29.97936493,-90.10701633,3H01
K3110814,65,SIMPLE ROBBERY,1A,65,SIMPLE ROBBERY,1A,3680222,541675,11/25/2014 10:48:50 PM,11/25/2014 11:41:32 PM,11/25/2014 11:52:56 PM,11/26/2014 02:02:47 AM,RTF,REPORT TO FOLLOW,N,3X03,N Broad St & Saint Bernard Ave,70119,3,"(29.98345810, -90.07175103)",VIOLENT CRIME,SIMPLE ROBBERY,2014-11-25,29.9834581,-90.07175103,3X03
K3621014,65,SIMPLE ROBBERY,1B,64,ARMED ROBBERY,2A,3682846,531666,11/30/2014 06:45:38 PM,11/30/2014 06:47:21 PM,11/30/2014 06:48:52 PM,11/30/2014 08:49:45 PM,RTF,REPORT TO FOLLOW,N,8C03,005XX Decatur St,70130,8,"(29.95585637, -90.06381388)",VIOLENT CRIME,SIMPLE ROBBERY,2014-11-30,29.95585637,-90.06381388,8C03
L0384614,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3673170,534413,12/03/2014 11:58:04 PM,12/04/2014 12:12:30 AM,12/04/2014 12:17:59 AM,12/04/2014 01:51:40 AM,RTF,REPORT TO FOLLOW,N,1L01,030XX Tulane Ave,70119,1,"(29.96370198, -90.09427356)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-03,29.96370198,-90.09427356,1L01
L0533514,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3682243,542756,12/05/2014 06:27:45 AM,12/05/2014 07:21:05 AM,12/05/2014 07:23:16 AM,12/05/2014 11:44:44 AM,RTF,REPORT TO FOLLOW,N,5K03,Allen St & Industry St,70119,5,"(29.98637042, -90.06533109)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-05,29.98637042,-90.06533109,5K03
L0913614,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,2A,3681317,530928,12/08/2014 12:20:14 PM,12/08/2014 12:21:12 PM,12/08/2014 12:23:36 PM,12/08/2014 02:29:01 PM,RTF,REPORT TO FOLLOW,N,8D01,001XX Royal St,70130,8,"(29.95387543, -90.06866708)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-08,29.95387543,-90.06866708,8D01
L1552214,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,1A,3679285,524713,12/13/2014 07:40:14 PM,12/14/2014 12:28:03 AM,12/14/2014 12:38:41 AM,12/14/2014 03:46:31 AM,RTF,REPORT TO FOLLOW,N,6E03,015XX Euterpe St,70130,6,"(29.93684824, -90.07529791)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-13,29.93684824,-90.07529791,6E03
L1886614,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,1H,3681879,531499,12/16/2014 04:20:28 PM,12/16/2014 05:40:19 PM,12/16/2014 05:40:22 PM,12/16/2014 06:57:22 PM,RTF,REPORT TO FOLLOW,N,8C02,003XX Royal St,70130,8,"(29.95542795, -90.06687158)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-16,29.95542795,-90.06687158,8C02
L2207414,65,SIMPLE ROBBERY,1B,56,SIMPLE CRIMINAL DAMAGE,1D,3676036,537534,12/19/2014 09:32:42 AM,12/19/2014 11:30:47 AM,12/19/2014 11:45:54 AM,12/19/2014 12:44:21 PM,RTF,REPORT TO FOLLOW,N,1M05,Orleans Ave & N Dupre St,70119,1,"(29.97219814, -90.08511653)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-19,29.97219814,-90.08511653,1M05
L2482314,65,SIMPLE ROBBERY,1B,,ARMED ROBBERY WITH GUN,2A,3680848,520922,12/21/2014 07:27:09 PM,12/21/2014 07:28:25 PM,12/21/2014 07:34:46 PM,12/21/2014 09:35:42 PM,RTF,REPORT TO FOLLOW,N,6B02,005XX Saint Andrew St,70130,6,"(29.92637672, -90.07049617)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-21,29.92637672,-90.07049617,6B02
L2793814,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3679428,525732,12/24/2014 11:49:47 AM,,12/24/2014 11:49:47 AM,12/24/2014 12:55:46 PM,RTF,REPORT TO FOLLOW,Y,6E03,014XX Saint Charles Ave,70130,6,"(29.93964580, -90.07481242)",VIOLENT CRIME,SIMPLE ROBBERY,2014-12-24,29.9396458,-90.07481242,6E03
A1321615,65,SIMPLE ROBBERY,1B,107,SUSPICIOUS PERSON,2A,3680891,530812,01/12/2015 03:16:44 AM,01/12/2015 03:17:54 AM,01/12/2015 03:22:19 AM,01/12/2015 06:06:56 AM,RTF,REPORT TO FOLLOW,N,8I01,001XX Carondelet St,70130,8,"(29.95356847, -90.07001667)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-12,29.95356847,-90.07001667,8I01
A2873615,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3672069,534991,01/24/2015 03:45:11 PM,01/24/2015 03:46:40 PM,01/24/2015 03:52:10 PM,01/24/2015 05:42:22 PM,RTF,REPORT TO FOLLOW,N,1L02,033XX Tulane Ave,70119,1,"(29.96532520, -90.09772955)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-24,29.9653252,-90.09772955,1L02
A3064215,65,SIMPLE ROBBERY,1B,34,AGGRAVATED BATTERY,1A,3692333,538766,01/26/2015 07:59:59 AM,01/26/2015 11:00:02 AM,,01/26/2015 01:17:43 PM,RTF,REPORT TO FOLLOW,N,5H01,Alvar St & N Johnson St,70117,5,"(29.97508773, -90.03360155)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-26,29.97508773,-90.03360155,5H01
A3599915,65,SIMPLE ROBBERY,1B,64,ARMED ROBBERY,2A,3682593,528035,01/30/2015 01:48:40 AM,01/30/2015 01:51:49 AM,01/30/2015 01:58:07 AM,01/30/2015 03:06:50 AM,RTF,REPORT TO FOLLOW,N,8A02,Girod St & Convention Center Blvd,70130,8,"(29.94588137, -90.06474013)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-30,29.94588137,-90.06474013,8A02
A3696815,65,SIMPLE ROBBERY,1B,,CARJACKING,2A,3673294,535073,01/30/2015 08:03:38 PM,01/30/2015 08:04:11 PM,01/30/2015 08:08:23 PM,01/30/2015 09:45:18 PM,RTF,REPORT TO FOLLOW,N,1L02,031XX Banks St,70119,1,"(29.96551369, -90.09385760)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-30,29.96551369,-90.0938576,1L02
A3733315,65,SIMPLE ROBBERY,1B,21,COMPLAINT OTHER,2A,3682780,525690,01/31/2015 04:05:26 AM,01/31/2015 04:06:28 AM,01/31/2015 04:17:04 AM,01/31/2015 05:36:36 AM,RTF,REPORT TO FOLLOW,N,8A01,012XX Convention Center Blvd,70130,8,"(29.93942841, -90.06422946)",VIOLENT CRIME,SIMPLE ROBBERY,2015-01-31,29.93942841,-90.06422946,8A01
B0686215,65,SIMPLE ROBBERY,1B,67,THEFT,1E,3682110,539777,02/06/2015 05:20:06 PM,02/06/2015 07:40:04 PM,02/06/2015 08:11:52 PM,02/06/2015 08:28:37 PM,RTF,REPORT TO FOLLOW,N,5K02,N Galvez St & New Orleans St,70119,5,"(29.97818348, -90.06585327)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-06,29.97818348,-90.06585327,5K02
B0722215,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3677616,523663,02/06/2015 10:16:50 PM,02/06/2015 10:45:55 PM,02/06/2015 10:52:00 PM,02/07/2015 12:53:32 AM,RTF,REPORT TO FOLLOW,N,6D03,Saint Charles Ave & Jackson Ave,70130,6,"(29.93401091, -90.08060507)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-06,29.93401091,-90.08060507,6D03
B2147615,65,SIMPLE ROBBERY,1A,,LOST PROPERTY,0E,3681876,532100,02/17/2015 05:24:56 PM,02/17/2015 08:06:03 PM,,02/17/2015 09:20:04 PM,RTF,REPORT TO FOLLOW,N,8D05,005XX Bourbon St,70130,8,"(29.95708097, -90.06686191)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-17,29.95708097,-90.06686191,8D05
B2552215,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3681690,530776,02/21/2015 08:25:46 AM,02/21/2015 08:37:27 AM,02/21/2015 08:46:55 AM,02/21/2015 10:18:53 AM,RTF,REPORT TO FOLLOW,N,8C01,006XX Iberville St,70130,8,"(29.95344628, -90.06749426)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-21,29.95344628,-90.06749426,8C01
B2859915,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,1A,3683377,531825,02/24/2015 12:14:16 AM,02/24/2015 12:25:03 AM,02/24/2015 01:46:22 AM,02/24/2015 03:29:08 AM,RTF,REPORT TO FOLLOW,N,8B02,St Peter & River,70130,8,"(29.95627848, -90.06213187)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-24,29.95627848,-90.06213187,8B02
B3198815,65,SIMPLE ROBBERY,1B,35,SIMPLE BATTERY,2A,3679339,524698,02/26/2015 09:15:49 PM,02/26/2015 09:19:36 PM,02/26/2015 09:24:28 PM,02/26/2015 10:17:11 PM,RTF,REPORT TO FOLLOW,N,6E02,017XX Prytania St,70130,6,"(29.93680467, -90.07512861)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-26,29.93680467,-90.07512861,6E02
B3224515,65,SIMPLE ROBBERY,1B,,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3685208,538918,02/27/2015 02:35:16 AM,02/27/2015 02:52:36 AM,02/27/2015 02:56:48 AM,02/27/2015 04:55:53 AM,RTF,REPORT TO FOLLOW,N,5G01,N Roman St & Marigny St,70117,5,"(29.97572710, -90.05610128)",VIOLENT CRIME,SIMPLE ROBBERY,2015-02-27,29.9757271,-90.05610128,5G01
C0103015,65,SIMPLE ROBBERY,1B,34,AGGRAVATED BATTERY,2B,3696526,534131,03/01/2015 09:43:39 PM,03/01/2015 09:50:58 PM,03/01/2015 09:46:04 PM,03/01/2015 11:05:00 PM,RTF,REPORT TO FOLLOW,N,5E01,St Claude Ave & Lizardi St,70117,5,"(29.96221169, -90.02052770)",VIOLENT CRIME,SIMPLE ROBBERY,2015-03-01,29.96221169,-90.0205277,5E01
C0378015,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,2A,3682410,540875,03/04/2015 01:59:06 AM,03/04/2015 02:00:12 AM,03/04/2015 02:03:44 AM,03/04/2015 04:25:36 AM,RTF,REPORT TO FOLLOW,N,5K02,020XX N Rocheblave St,70119,5,"(29.98119319, -90.06486959)",VIOLENT CRIME,SIMPLE ROBBERY,2015-03-04,29.98119319,-90.06486959,5K02
C0385515,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3682248,526761,03/04/2015 05:10:33 AM,,03/04/2015 05:10:33 AM,03/04/2015 06:16:58 AM,RTF,REPORT TO FOLLOW,Y,8G01,003XX N Diamond St,70130,8,"(29.94238972, -90.06587281)",VIOLENT CRIME,SIMPLE ROBBERY,2015-03-04,29.94238972,-90.06587281,8G01
C1752015,65,SIMPLE ROBBERY,1B,65,SIMPLE ROBBERY,1B,3670573,535627,03/15/2015 04:22:09 AM,03/15/2015 04:26:35 AM,03/15/2015 04:28:15 AM,03/15/2015 06:39:19 AM,RTF,REPORT TO FOLLOW,N,1K02,S Cortez St & Tulane Ave,70119,1,"(29.96711709, -90.10243241)",VIOLENT CRIME,SIMPLE ROBBERY,2015-03-15,29.96711709,-90.10243241,1K02
